entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.156,0.1873,0.1662,0.1037,0.05263,0.2754,0.1088,0.02153,0.05883,0.06671,0.05513,0.04549,0.04549,
2.203,0.1875,0.1286,0.08192,0.04163,0.2162,0.08526,0.01704,0.04655,0.05278,0.04362,0.1439,0.1425,
2.203,0.1852,0.1272,0.08172,0.04168,0.2155,0.08478,0.01709,0.0467,0.05295,0.04376,0.1443,0.1442,
2.205,0.1744,0.1281,0.08192,0.04181,0.214,0.08434,0.01712,0.04685,0.05313,0.04457,0.1449,0.1433,
2.207,0.1725,0.1259,0.08146,0.04166,0.2138,0.08354,0.01718,0.04701,0.05331,0.04663,0.1442,0.1453,
2.207,0.1739,0.1236,0.08121,0.04147,0.2137,0.08376,0.01723,0.04714,0.05345,0.04676,0.1453,0.1463,
2.208,0.2032,0.1224,0.08149,0.04126,0.2122,0.08385,0.0173,0.04734,0.05368,0.04695,0.1459,0.1476,
2.209,0.2105,0.122,0.08135,0.04133,0.2115,0.08404,0.01734,0.04745,0.05379,0.04705,0.1463,0.1479,
2.209,0.185,0.1213,0.08084,0.0411,0.2109,0.0842,0.01737,0.04758,0.05394,0.04718,0.1467,0.1489,
2.209,0.1577,0.1226,0.08065,0.04113,0.2105,0.08398,0.01738,0.04763,0.05403,0.04726,0.1469,0.1478,
2.21,0.158,0.1223,0.08061,0.04116,0.2095,0.08331,0.0174,0.04769,0.0541,0.04731,0.1478,0.1488,
2.209,0.1933,0.1223,0.08048,0.04087,0.2094,0.08334,0.0174,0.0477,0.05411,0.04733,0.1479,0.1491,
2.211,0.1555,0.1243,0.08044,0.04067,0.2094,0.08336,0.01741,0.04772,0.05413,0.049,0.1463,0.1473,
2.211,0.1527,0.124,0.08028,0.04062,0.209,0.08328,0.01739,0.04767,0.05408,0.04896,0.1476,0.1472,
2.211,0.1298,0.1238,0.08025,0.04061,0.2084,0.08319,0.01737,0.04767,0.05408,0.04896,0.1483,0.1473,
2.213,0.123,0.1238,0.08028,0.04064,0.2078,0.08326,0.01739,0.04772,0.05413,0.05041,0.1471,0.1474,
2.213,0.1196,0.1233,0.08022,0.04069,0.2074,0.08317,0.01741,0.04777,0.05419,0.05048,0.1472,0.1481,
2.214,0.1395,0.123,0.0801,0.04072,0.2066,0.08291,0.01742,0.04781,0.05424,0.05052,0.1481,0.1486,
2.214,0.1267,0.1227,0.08021,0.04077,0.2059,0.08304,0.01745,0.04788,0.05432,0.05059,0.1483,0.1488,
2.214,0.1144,0.1224,0.08001,0.04077,0.2057,0.08304,0.01745,0.04789,0.05432,0.05056,0.1491,0.1488,
