RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,
923949.01588,919058.13588,965445.88248,2651184.62091,936297.47693,1000000.0,1000000.0,1000000.0,909538.85535,
964161.89225,917248.7437,965435.29038,2641162.55019,936292.10418,1000000.0,1000000.0,1000000.0,864299.92114,
961223.96556,915160.12215,965435.29038,2641162.55019,936292.10418,1000000.0,1000000.0,1000000.0,863118.19756,
946144.32082,915160.12215,965435.29038,2641162.55019,936292.10418,1000000.0,1000000.0,1000000.0,936296.50068,
946144.32082,915160.12215,965435.29038,2641162.55019,936292.10418,1000000.0,1000000.0,1000000.0,923730.13007,
946144.32082,915160.12215,965435.29038,2641162.55019,936292.10418,1000000.0,1000000.0,1000000.0,908650.48533,
941110.38576,914766.12993,965285.9141,2633721.8409,934230.4723,1000000.0,1000000.0,1000000.0,868438.09936,
936083.83751,914766.12993,965285.9141,2633721.8409,934230.4723,1000000.0,1000000.0,1000000.0,853358.45463,
932053.08036,913770.33884,965285.9141,2633721.8409,934230.4723,1000000.0,1000000.0,1000000.0,809557.53017,
