cMHCIEnEr,cMHCIEnPm,cMHCIEnRabA,cMHCIEnRabB,cMHCIEnRabC,cMHCIEnRabD,cMHCIEnRabE,cMHCIEnRabF,cMHCIEnRabG,cMHCIEnRabH,cMHCIEnRabI,exCxEnEr,exCxEnPm,exCxEnRabA,exCxEnRabB,exCxEnRabC,exCxEnRabD,exCxEnRabE,exCxEnRabF,exCxEnRabG,exCxEnRabH,exCxEnRabI,imCxEnEr,imCxEnPm,imCxEnRabA,imCxEnRabB,imCxEnRabC,imCxEnRabD,imCxEnRabE,imCxEnRabF,imCxEnRabG,imCxEnRabH,imCxEnRabI,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,oMHCIEnEr,oMHCIEnPm,oMHCIEnRabA,oMHCIEnRabB,oMHCIEnRabC,oMHCIEnRabD,oMHCIEnRabE,oMHCIEnRabF,oMHCIEnRabG,oMHCIEnRabH,oMHCIEnRabI,ovaCyCy,ovaEnPm,pepCyCy,pepEnEr,pepEnPm,pepEnRabA,pepEnRabB,pepEnRabC,pepEnRabD,pepEnRabE,pepEnRabF,pepEnRabG,pepEnRabH,pepEnRabI,pepMHCIEnEr,pepMHCIEnPm,pepMHCIEnRabA,pepMHCIEnRabB,pepMHCIEnRabC,pepMHCIEnRabD,pepMHCIEnRabE,pepMHCIEnRabF,pepMHCIEnRabG,pepMHCIEnRabH,pepMHCIEnRabI,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,R-TfaEnEr,R-TfaEnPm,R-TfaEnRabA,R-TfaEnRabB,R-TfaEnRabC,R-TfaEnRabD,R-TfaEnRabE,R-TfaEnRabF,R-TfaEnRabG,R-TfaEnRabH,R-TfaEnRabI,R-TfEnPm,REnEr,REnPm,REnRabA,REnRabB,REnRabC,REnRabD,REnRabE,REnRabF,REnRabG,REnRabH,REnRabI,solubleMarkerEr,solubleMarkerPm,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,solubleMarkerRabF,solubleMarkerRabG,solubleMarkerRabH,solubleMarkerRabI,TfaEnEr,TfaEnPm,TfaEnRabA,TfaEnRabB,TfaEnRabC,TfaEnRabD,TfaEnRabE,TfaEnRabF,TfaEnRabG,TfaEnRabH,TfaEnRabI,
0.0,1528.0,178.9,229.2,175.7,3.099,2.649,0.4611,0.4321,1.264,0.7679,0.0,343.6,0.09669,1.265,0.1207,0.1159,0.08279,0.04523,0.1093,1.011,14.54,0.0,343.6,0.09669,1.265,0.1207,0.1159,0.08279,0.04523,0.1093,1.011,14.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.8,110.2,25.11,799.4,13.85,2.315,2.76,27.23,3.382,0.0,65.25,4.228,4.897,9.085,19.16,0.07775,0.03421,0.03963,0.01073,0.03268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01E-4,0.0,12650.0,110300.0,83580.0,34900.0,2.296E7,25180.0,18820.0,37700.0,34220.0,32340.0,0.0,2.169E-36,1.793E-36,9.614E-36,1.003E-35,1.577E-36,9.195E-38,7.967E-38,4.469E-38,6.832E-38,1.3499999999999999E-37,2.08E-35,0.0,0.4018,1.283,2.74,1.564,0.1838,0.01748,0.008367,0.0101,0.02813,0.02586,0.0,0.0,7.353E-4,6.0E-4,4.92E-4,0.994,4.38E-4,4.273E-4,0.001264,0.001029,0.001034,0.0,0.005548,0.006466,0.006295,0.004279,0.2224,0.008727,6.709E-4,0.001263,0.006,0.001019,
0.0,1528.0,178.1,224.3,162.9,6.651,10.31,0.7157,0.7547,1.467,1.836,0.0,343.6,0.1771,1.163,0.1954,0.1158,0.08177,0.0417,0.07086,1.004,14.53,0.0,343.6,0.1771,1.163,0.1954,0.1158,0.08177,0.0417,0.07086,1.004,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,108.8,26.77,799.1,13.45,2.356,2.874,27.26,3.444,0.0,65.25,4.437,5.911,8.69,22.21,0.09613,0.03436,0.04068,0.0111,0.03452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.863E-4,0.0,12690.0,105800.0,83090.0,34400.0,2.19E7,23970.0,18050.0,37880.0,32280.0,31220.0,0.0,2.169E-36,1.915E-36,9.37E-36,9.855E-36,1.594E-36,2.984E-37,8.361E-38,4.418E-38,6.571E-38,1.418E-37,2.08E-35,0.0,0.4019,1.308,2.661,1.502,0.2305,0.07348,0.01014,0.009863,0.02646,0.02912,0.0,0.0,7.531E-4,6.145E-4,5.039E-4,0.9938,4.486E-4,4.376E-4,0.001295,0.001053,0.001059,0.0,0.005566,0.006294,0.006276,0.004342,0.2218,0.008699,6.772E-4,0.002113,0.005174,0.001073,
0.0,1518.0,181.0,231.4,171.7,0.04334,3.614,0.4691,0.8907,1.507,0.7399,0.0,343.7,0.1053,1.167,0.1452,0.1252,0.08551,0.04857,0.07044,2.838,12.8,0.0,343.7,0.1053,1.167,0.1452,0.1252,0.08551,0.04857,0.07044,2.838,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.8,109.1,26.88,797.0,12.84,2.371,3.127,24.47,6.445,0.0,63.9,4.763,6.822,8.051,28.81,0.05636,0.03423,0.04071,0.01057,0.03153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.569E-4,0.0,12720.0,107500.0,86840.0,34250.0,2.118E7,23480.0,17870.0,38180.0,32840.0,31410.0,0.0,1.879E-36,1.745E-36,9.537000000000001E-36,9.946000000000001E-36,1.594E-36,1.8219999999999999E-37,7.967E-38,4.628E-38,6.507E-38,1.259E-37,2.08E-35,0.0,0.3482,1.277,2.738,1.564,0.2306,0.02607,0.008402,0.01101,0.02578,0.02114,0.0,0.0,8.035E-4,6.557E-4,5.377E-4,0.9934,4.787E-4,4.669E-4,0.001382,0.001124,0.00113,0.0,0.0056,0.006259,0.006266,0.004411,0.2216,0.008636,6.825E-4,0.002161,0.005185,0.001065,
0.0,1513.0,193.7,216.5,172.9,0.028,2.729,0.4713,0.8566,1.552,1.795,0.0,343.7,0.102,1.416,0.1263,0.1028,0.07554,0.04253,0.06371,1.204,14.25,0.0,343.7,0.102,1.416,0.1263,0.1028,0.07554,0.04253,0.06371,1.204,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.2,113.7,27.16,794.1,12.82,2.35,3.042,27.23,3.401,0.0,63.6,4.72,10.71,7.691,29.72,0.04605,0.03435,0.04118,0.0109,0.03173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.504E-4,0.0,13770.0,112700.0,106800.0,31570.0,2.063E7,21680.0,16370.0,33990.0,29420.0,28000.0,0.0,1.853E-36,1.818E-36,9.42E-36,9.942000000000001E-36,1.568E-36,8.549E-38,7.967E-38,4.565E-38,6.65E-38,1.429E-37,2.08E-35,0.0,0.3372,1.369,2.64,1.567,0.2299,0.01667,0.008428,0.01073,0.02703,0.035,0.0,0.0,0.001033,0.001089,4.664E-4,0.9934,4.152E-4,4.05E-4,0.001198,9.749E-4,9.801E-4,0.0,0.005639,0.006231,0.006448,0.004367,0.2211,0.00859,6.95E-4,0.002141,0.005157,0.001039,
0.0,1513.0,170.0,223.8,172.2,0.05592,2.72,0.4697,0.8642,1.56,0.6558,0.0,343.7,0.1431,1.098,0.1692,0.1114,0.07535,0.04295,0.07281,1.735,13.93,0.0,343.7,0.1431,1.098,0.1692,0.1114,0.07535,0.04295,0.07281,1.735,13.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.6,115.3,28.52,792.2,12.68,2.248,3.344,27.54,3.547,0.0,63.6,20.74,8.38,9.501,29.69,0.03907,0.03433,0.04115,0.01086,0.03164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,13860.0,132200.0,107000.0,37740.0,2.011E7,21750.0,16710.0,34800.0,29780.0,28590.0,0.0,1.853E-36,1.964E-36,9.19E-36,9.972000000000001E-36,1.549E-36,8.419E-38,7.956999999999999E-38,4.586E-38,6.643E-38,1.235E-37,2.08E-35,0.0,0.3372,1.29,2.721,1.569,0.2169,0.0165,0.008391,0.01089,0.02718,0.01958,0.0,0.0,0.001095,0.001155,4.946E-4,0.993,4.403E-4,4.295E-4,0.001271,0.001034,0.001039,0.0,0.005724,0.006274,0.006416,0.004397,0.2209,0.008507,7.032E-4,0.002193,0.005109,0.001051,
0.0,1504.0,190.8,195.5,167.1,0.1113,2.723,0.4718,0.8583,1.571,0.6486,0.0,343.7,0.1084,1.166,0.1326,0.1097,0.07471,0.04328,0.06319,1.638,14.04,0.0,343.7,0.1084,1.166,0.1326,0.1097,0.07471,0.04328,0.06319,1.638,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.7,114.8,29.13,754.1,12.65,2.211,3.18,27.9,3.323,0.0,62.05,28.99,19.87,9.789,29.89,0.0358,0.03434,0.04119,0.01088,0.03164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,13890.0,395000.0,111000.0,41000.0,1.938E7,22080.0,17230.0,35480.0,30280.0,29260.0,0.0,1.5950000000000003E-36,2.249E-36,9.144000000000001E-36,9.672000000000001E-36,1.495E-36,8.335E-38,7.959E-38,4.561E-38,6.632E-38,1.233E-37,2.08E-35,0.0,0.3135,1.46,2.61,1.523,0.2094,0.0165,0.00844,0.01077,0.02738,0.01945,0.0,0.0,0.001147,0.001209,5.181E-4,0.9927,4.612E-4,4.499E-4,0.001331,0.001083,0.001089,0.0,0.005727,0.01017,0.006469,0.004429,0.2167,0.008511,7.387E-4,0.00216,0.005156,0.001032,
0.0,1504.0,181.8,205.2,165.4,0.1269,5.266,0.5069,0.8602,1.587,0.6494,0.0,343.7,0.1162,1.15,0.1397,0.1093,0.07459,0.04344,0.06272,1.428,14.25,0.0,343.7,0.1162,1.15,0.1397,0.1093,0.07459,0.04344,0.06272,1.428,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.8,116.5,29.15,757.3,12.65,2.206,2.95,28.16,3.335,0.0,62.05,30.97,14.77,9.824,29.94,0.03442,0.03436,0.04126,0.01094,0.03169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.289E-4,0.0,14070.0,360100.0,113000.0,41160.0,1.917E7,22530.0,17890.0,36520.0,31050.0,30010.0,0.0,1.5950000000000003E-36,2.021E-36,9.028000000000001E-36,9.815E-36,1.49E-36,1.93E-37,8.351E-38,4.634E-38,6.754E-38,1.234E-37,2.08E-35,0.0,0.3135,1.387,2.642,1.524,0.2055,0.04104,0.00884,0.01074,0.02763,0.01945,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.005779,0.01014,0.006463,0.004445,0.2163,0.008474,7.403E-4,0.002141,0.005195,0.001024,
0.0,1508.0,181.0,206.7,164.4,0.168,3.03,0.4799,0.855,1.579,0.6476,0.0,343.7,0.1036,1.156,0.1408,0.1088,0.07435,0.04345,0.06305,1.613,14.06,0.0,343.7,0.1036,1.156,0.1408,0.1088,0.07435,0.04345,0.06305,1.613,14.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.6,118.1,29.5,756.7,12.64,2.191,2.934,28.16,3.322,0.0,62.05,30.14,13.44,9.964,29.28,0.03405,0.03436,0.04127,0.01094,0.03168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002E-4,0.0,14120.0,318100.0,111200.0,40760.0,1.897E7,22860.0,18280.0,36730.0,30880.0,30150.0,0.0,1.632E-36,1.876E-36,9.098E-36,9.847000000000001E-36,1.482E-36,1.132E-37,8.08E-38,4.562E-38,6.631E-38,1.233E-37,2.08E-35,0.0,0.3359,1.332,2.68,1.525,0.1998,0.02033,0.008563,0.01069,0.02753,0.01943,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.005805,0.00994,0.006465,0.004418,0.2162,0.008485,7.32E-4,0.002149,0.005193,0.001022,
0.0,1508.0,181.7,207.3,164.9,0.1784,3.027,0.4803,0.8551,1.579,0.6468,0.0,343.7,0.1119,1.146,0.1428,0.1088,0.07398,0.04356,0.06319,1.787,13.89,0.0,343.7,0.1119,1.146,0.1428,0.1088,0.07398,0.04356,0.06319,1.787,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.6,117.8,30.34,754.1,12.62,2.176,2.918,28.15,3.309,0.0,62.05,28.77,11.77,9.905,28.97,0.0344,0.03435,0.04129,0.01095,0.03169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,14180.0,299600.0,108600.0,41760.0,1.953E7,23540.0,19080.0,38040.0,31570.0,31190.0,0.0,1.632E-36,1.9040000000000003E-36,9.01E-36,9.831E-36,1.48E-36,1.123E-37,8.077E-38,4.554E-38,6.594E-38,1.232E-37,2.08E-35,0.0,0.3359,1.333,2.668,1.532,0.1992,0.0203,0.00857,0.01069,0.02753,0.01943,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.005835,0.0099,0.006453,0.00444,0.2162,0.008454,7.345E-4,0.002155,0.005189,0.001017,
0.0,1508.0,178.4,215.8,164.2,0.07059,3.05,0.4807,0.8541,1.579,0.6463,0.0,343.7,0.1004,1.157,0.1436,0.1086,0.07383,0.04351,0.06328,1.813,13.86,0.0,343.7,0.1004,1.157,0.1436,0.1086,0.07383,0.04351,0.06328,1.813,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.8,111.3,30.27,748.6,12.6,2.144,2.878,28.14,3.279,0.0,62.05,26.93,8.725,9.678,28.42,0.03453,0.03436,0.04132,0.01097,0.03171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.737E-4,0.0,14210.0,276100.0,108700.0,42700.0,2.055E7,24470.0,20120.0,40000.0,32770.0,32840.0,0.0,1.632E-36,1.831E-36,9.045E-36,9.784E-36,1.477E-36,1.1039999999999999E-37,8.073E-38,4.548E-38,6.567E-38,1.232E-37,2.08E-35,0.0,0.3359,1.299,2.706,1.525,0.1976,0.0203,0.008571,0.01071,0.02751,0.01943,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.005835,0.009801,0.006422,0.004435,0.2162,0.008437,7.488E-4,0.002162,0.005188,0.001014,
0.0,1508.0,180.9,213.8,162.3,0.3262,5.027,0.5249,0.8041,2.609,1.051,0.0,343.7,0.1115,1.152,0.2668,0.1204,0.1383,0.04361,0.07529,1.746,13.71,0.0,343.7,0.1115,1.152,0.2668,0.1204,0.1383,0.04361,0.07529,1.746,13.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.4,111.2,30.6,747.4,12.72,2.232,3.011,27.16,3.298,0.0,62.05,22.78,8.813,9.618,29.46,0.03374,0.03434,0.04126,0.01094,0.03165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,14220.0,258300.0,124400.0,42910.0,2.172E7,24610.0,20290.0,41270.0,34150.0,33970.0,0.0,1.632E-36,1.8E-36,9.008E-36,9.655000000000001E-36,1.5270000000000002E-36,1.336E-37,8.077E-38,4.253E-38,7.56E-38,1.2569999999999999E-37,2.08E-35,0.0,0.3359,1.287,2.696,1.513,0.203,0.03554,0.008934,0.01013,0.03488,0.02244,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.005835,0.009539,0.006448,0.004408,0.2159,0.008475,7.409E-4,0.002163,0.005226,0.001007,
0.0,1508.0,188.6,205.3,165.8,0.2213,4.791,0.8521,0.6511,1.276,0.8289,0.0,343.7,0.1597,1.132,0.1593,0.1248,0.2118,0.04399,0.1028,2.336,13.09,0.0,343.7,0.1597,1.132,0.1593,0.1248,0.2118,0.04399,0.1028,2.336,13.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.8,112.8,30.69,746.3,12.72,2.233,3.012,27.15,3.298,0.0,62.05,22.88,7.45,9.603,28.97,0.03274,0.03432,0.04123,0.01089,0.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.295E-4,0.0,14250.0,239300.0,124700.0,44420.0,2.305E7,24580.0,20370.0,42520.0,35750.0,34900.0,0.0,1.632E-36,1.848E-36,8.742E-36,9.667000000000001E-36,1.534E-36,2.0229999999999998E-37,1.131E-37,4.769E-38,5.9E-38,1.23E-37,2.08E-35,0.0,0.3359,1.334,2.618,1.55,0.2031,0.03586,0.01206,0.009068,0.02461,0.02072,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.005892,0.00933,0.006413,0.004406,0.2157,0.008435,7.788E-4,0.00215,0.00524,9.804E-4,
0.0,1510.0,183.1,210.7,164.2,0.1993,3.637,0.6873,0.456,1.162,0.6838,0.0,343.7,0.1574,1.123,0.1456,0.1247,0.2571,0.04402,0.09465,2.292,13.12,0.0,343.7,0.1574,1.123,0.1456,0.1247,0.2571,0.04402,0.09465,2.292,13.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.1,115.7,29.81,745.9,12.89,2.285,2.997,27.13,3.286,0.0,62.05,22.75,6.837,9.573,28.8,0.03226,0.03432,0.04123,0.01089,0.03159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.034E-4,0.0,14290.0,230700.0,126800.0,44450.0,2.456E7,25140.0,20920.0,44470.0,37470.0,36520.0,0.0,1.684E-36,1.779E-36,8.685E-36,9.710000000000001E-36,1.533E-36,1.153E-37,9.484E-38,4.119E-38,5.746E-38,1.212E-37,2.08E-35,0.0,0.3616,1.283,2.636,1.554,0.2027,0.02486,0.0104,0.007482,0.02371,0.01961,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.005932,0.009182,0.006499,0.004322,0.2157,0.008462,7.787E-4,0.002161,0.005207,9.919E-4,
0.0,1510.0,171.8,220.4,164.1,0.2196,3.776,0.9612,0.504,1.146,0.6593,0.0,343.7,0.1347,1.121,0.1378,0.1422,0.2909,0.04043,0.08766,2.276,13.13,0.0,343.7,0.1347,1.121,0.1378,0.1422,0.2909,0.04043,0.08766,2.276,13.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.3,120.0,29.98,746.2,12.99,2.238,2.999,27.12,3.286,0.0,62.05,23.12,6.562,9.527,28.78,0.03252,0.03432,0.04124,0.0109,0.03159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,14340.0,225700.0,129000.0,44810.0,2.617E7,26730.0,21830.0,46770.0,39410.0,38450.0,0.0,1.684E-36,1.7390000000000002E-36,8.655E-36,9.597E-36,1.533E-36,1.163E-37,1.242E-37,4.812E-38,5.698E-38,1.208E-37,2.08E-35,0.0,0.3616,1.228,2.68,1.556,0.2029,0.02504,0.01314,0.007936,0.02353,0.01936,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.006003,0.009064,0.00649,0.00435,0.2157,0.008383,7.234E-4,0.002102,0.005343,9.754E-4,
0.0,1510.0,170.3,217.4,168.4,0.2311,3.424,0.6896,0.4709,1.134,0.7257,0.0,343.7,0.1406,1.17,0.1221,0.1701,0.2191,0.04073,0.1124,2.548,12.84,0.0,343.7,0.1406,1.17,0.1221,0.1701,0.2191,0.04073,0.1124,2.548,12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.7,122.1,29.98,738.8,12.84,2.211,3.036,25.81,4.624,0.0,62.05,24.3,6.384,9.619,28.37,0.1147,0.03474,0.05845,0.02288,0.04777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.857E-4,0.0,14350.0,222400.0,132500.0,45140.0,2.774E7,27390.0,22420.0,48890.0,41310.0,40160.0,0.0,1.684E-36,1.735E-36,8.666E-36,9.494000000000001E-36,1.531E-36,1.106E-37,9.479E-38,4.129E-38,5.605E-38,1.222E-37,2.08E-35,0.0,0.3616,1.224,2.66,1.584,0.2024,0.02324,0.01041,0.007623,0.02304,0.0204,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.006003,0.009018,0.006527,0.004313,0.2152,0.008365,7.248E-4,0.002107,0.005328,9.958E-4,
0.0,1515.0,169.4,216.8,163.0,0.1591,3.193,0.7005,0.4352,1.132,0.682,0.0,343.7,0.1463,1.169,0.1209,0.1748,0.1893,0.04021,0.1074,2.83,12.58,0.0,343.7,0.1463,1.169,0.1209,0.1748,0.1893,0.04021,0.1074,2.83,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,124.1,30.48,742.1,12.4,2.436,2.796,26.4,4.249,0.0,62.05,24.89,6.412,9.507,28.59,0.2349,0.03475,0.1032,0.05465,0.09005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.559E-4,0.0,14380.0,209400.0,133500.0,43670.0,2.672E7,26450.0,21310.0,46870.0,40220.0,38470.0,0.0,1.703E-36,1.735E-36,8.6E-36,9.375E-36,1.532E-36,1.0829999999999999E-37,9.448E-38,4.113E-38,5.629E-38,1.22E-37,2.08E-35,0.0,0.3908,1.229,2.653,1.556,0.2029,0.0225,0.0105,0.007612,0.02342,0.02026,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.006007,0.00887,0.006524,0.004308,0.2151,0.008355,7.251E-4,0.00211,0.005356,9.647E-4,
0.0,1516.0,169.9,214.6,158.4,0.094,2.976,1.462,0.4065,1.134,0.6282,0.0,343.7,0.1548,1.141,0.1187,0.1704,0.1853,0.04525,0.1075,1.468,13.97,0.0,343.7,0.1548,1.141,0.1187,0.1704,0.1853,0.04525,0.1075,1.468,13.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.8,125.9,29.62,737.2,11.98,2.2,2.789,27.34,3.261,0.0,62.05,25.74,7.399,12.29,28.66,0.4082,0.03476,0.1332,0.07598,0.1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,14420.0,199100.0,127300.0,43950.0,2.573E7,26030.0,20750.0,45450.0,39060.0,37290.0,0.0,1.827E-36,1.7750000000000002E-36,8.403E-36,9.203000000000001E-36,1.532E-36,1.0629999999999999E-37,1.102E-37,4.095E-38,5.667E-38,1.213E-37,2.08E-35,0.0,0.4027,1.256,2.614,1.549,0.2029,0.02232,0.01769,0.007641,0.02388,0.01975,0.0,0.0,0.001197,0.001262,5.407E-4,0.9924,4.813E-4,4.695E-4,0.001389,0.00113,0.001136,0.0,0.006031,0.008801,0.006541,0.004263,0.2151,0.008347,7.228E-4,0.00212,0.005352,9.568E-4,
