albuminEr,albuminPm,albuminRabA,albuminRabB,albuminRabC,albuminRabD,albuminRabE,albuminRabF,albuminRabG,albuminRabH,albuminRabI,cholEr,cholPm,cholRabA,cholRabB,cholRabC,cholRabD,cholRabE,cholRabF,cholRabG,cholRabH,cholRabI,LEr,LPm,LRabA,LRabB,LRabC,LRabD,LRabE,LRabF,LRabG,LRabH,LRabI,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,protonCy,protonEr,protonPm,protonRabA,protonRabB,protonRabC,protonRabD,protonRabE,protonRabF,protonRabG,protonRabH,protonRabI,RaEr,RaPm,RaRabA,RaRabB,RaRabC,RaRabD,RaRabE,RaRabF,RaRabG,RaRabH,RaRabI,RmEr,RmPm,RmRabA,RmRabB,RmRabC,RmRabD,RmRabE,RmRabF,RmRabG,RmRabH,RmRabI,RrEr,RrPm,RrRabA,RrRabB,RrRabC,RrRabD,RrRabE,RrRabF,RrRabG,RrRabH,RrRabI,solubleMarkerEr,solubleMarkerPm,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,solubleMarkerRabF,solubleMarkerRabG,solubleMarkerRabH,solubleMarkerRabI,TfEr,TfPm,TfRabA,TfRabB,TfRabC,TfRabD,TfRabE,TfRabF,TfRabG,TfRabH,TfRabI,vATPaseEr,vATPasePm,vATPaseRabA,vATPaseRabB,vATPaseRabC,vATPaseRabD,vATPaseRabE,vATPaseRabF,vATPaseRabG,vATPaseRabH,vATPaseRabI,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12893,14.73548,4.08418,360.01836,5.8519,7.57305,0.03541,0.0,0.0,1.0E-4,0.0,0.0,11433.75103,12029.52054,13540.66745,2330529.2709,10857.05852,10843.86116,1896.25194,2007.91654,677.98209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12525,14.73166,4.0789,357.52957,5.84922,7.57305,0.03541,0.0,0.0,1.0E-4,13.95776,2036.46098,11430.36031,12047.96109,13504.0653,2328225.70288,10859.3628,10848.86763,1896.25194,2115.46833,556.47254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.11508,14.72109,4.06432,350.64868,5.84182,7.57305,0.03541,0.0,0.0,1.0E-4,27.87869,5356.12782,11476.58553,12070.9537,13441.06939,2323634.41877,10877.69676,10848.86763,1896.25194,2113.2126,544.80734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08495,14.74877,4.06282,350.64868,6.00951,7.4093,0.03541,0.0,0.0,1.0E-4,34.81407,8110.47003,11513.51107,12008.14344,13432.69581,2323625.80282,10904.55188,10822.95275,1896.25194,2092.22339,572.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08543,14.75088,4.0644,350.64868,5.83183,7.5828,0.03541,0.0,0.0,1.0E-4,47.86859,11379.36772,11501.17106,12009.9856,13427.72444,2323610.68752,10755.59636,10974.61249,1896.25194,2107.11639,584.16511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04627,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.61583,12.25501,5.4567,345.59201,2.76385,14.87066,0.03541,0.0,0.0,1.0E-4,63.16961,14614.69779,11581.54291,11262.98513,13600.31172,2320627.49914,9823.90085,13063.94329,1896.25194,2107.11639,568.86409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04627,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8568,12.37429,5.57773,339.6489,2.6925,13.66551,0.03586,0.0,0.0,1.0E-4,85.8094,16859.62725,11642.5021,11278.12837,13665.07056,2316158.6836,9582.48743,13034.52087,1896.86122,2107.11639,546.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04627,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63832,12.03763,5.84144,339.6489,2.98391,13.66551,0.03586,0.0,0.0,1.0E-4,85.80502,19456.52499,11971.66568,10968.08932,13537.85509,2316150.28215,9690.57837,13034.52087,1896.86122,2062.50256,600.60254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05888,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.61698,13.37612,5.76925,337.34472,2.72465,13.66551,0.03586,0.0,0.0,1.0E-4,102.44582,22930.82208,11639.21845,11371.05767,13501.22757,2313867.17354,9602.29584,13034.52087,1896.86122,2139.99887,506.46542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96125,0.03875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96125,0.03875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05578,
0.0,0.99955,4.5E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.128,12.75949,5.61073,337.15561,2.72152,14.12187,0.03586,0.0,0.0,1.0E-4,110.43941,26245.49622,11954.68742,11048.59767,13426.5933,2313833.89798,9588.32301,13150.40799,1896.86122,2139.99887,514.63622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96125,0.03875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96125,0.03875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07476,
