R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,bead1,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,povaEn,protonEn,solubleMarker,volume,
1.1E-39,0.014,1900.0,4700.0,4700.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.2E-5,0.033,0.033,0.0,490.0,8.8,0.0,0.0,0.0,0.0,1.9E7,1.0,7.4E8,
1.1E-39,0.014,1900.0,4700.0,4700.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.0E-5,0.033,0.033,0.0,450.0,8.8,0.0,0.0,0.0,0.0,1.9E7,1.0,7.4E8,
1.1E-39,0.014,1900.0,4700.0,4700.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,3.5E-5,0.033,0.033,0.0,420.0,8.8,0.0,0.0,0.0,0.0,2.0E7,1.0,7.4E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,3.8E-5,0.033,0.033,0.0,410.0,8.8,0.0,1.2E-26,1.6E-37,0.0,2.0E7,1.0,7.3E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3500.0,3800.0,1100.0,7200.0,2700.0,0.16,3899999.9999999995,0.0,4.0E-5,0.033,0.033,0.0,400.0,8.7,0.0,4.7E-26,1.1E-36,0.0,1.9E7,1.0,7.1E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3500.0,3800.0,1100.0,7200.0,2700.0,0.16,3899999.9999999995,0.0,4.4E-5,0.033,0.033,0.0,370.0,8.7,0.0,1.3E-25,4.1E-36,0.0,1.8E7,1.0,7.1E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3500.0,3800.0,1100.0,7200.0,2700.0,0.16,3899999.9999999995,0.0,4.1E-5,0.033,0.033,0.0,350.0,8.7,0.0,3.0E-25,1.1E-35,0.0,1.8E7,1.0,7.1E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3500.0,3800.0,1100.0,7200.0,2700.0,0.16,3899999.9999999995,0.0,3.7E-5,0.033,0.033,0.0,330.0,8.7,0.0,5.5E-25,2.0E-35,0.0,1.9E7,1.0,7.1E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3400.0,3800.0,1100.0,7200.0,2600.0,0.15,3799999.9999999995,0.0,3.1E-5,0.033,0.033,0.0,300.0,8.6,0.0,8.6E-25,3.0E-35,0.0,2.0E7,1.0,7.1E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3400.0,3800.0,1100.0,7200.0,2600.0,0.15,3799999.9999999995,0.0,2.6E-5,0.033,0.033,0.0,280.0,8.6,0.0,1.2E-24,3.9E-35,0.0,2.1E7,1.0,7.0E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3400.0,3800.0,1100.0,7200.0,2600.0,0.15,3799999.9999999995,0.0,3.0E-5,0.033,0.033,0.0,270.0,8.6,0.0,2.5999999999999996E-24,6.799999999999999E-35,0.0,2.0E7,1.0,7.0E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3400.0,3800.0,1100.0,7200.0,2600.0,0.15,3799999.9999999995,0.0,3.0E-5,0.033,0.033,0.0,270.0,8.6,0.0,4.899999999999999E-24,1.4E-34,0.0,2.0E7,1.0,7.0E8,
