R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,3.7E-5,0.031,0.031,0.0,450.0,8.6,0.0,0.0,0.0,1.9E7,1.0,7.0E8,
5.1E-37,0.09,19000.0,67000.0,1900.0,5200000.0,3900.0,1600.0,2100.0,240.0,2500.0,0.19,5300000.0,6.7E-5,0.079,0.079,0.0,450.0,7.9,0.0,0.0,0.0,1.9E7,1.0,7.1E8,
7.5E-38,0.013,3500.0,4200.0,1900.0,4700000.0,3900.0,1600.0,2000.0,240.0,2500.0,0.18,4700000.0,5.4E-6,0.042,0.042,0.0,420.0,7.2,0.0,0.0,0.0,1.8E7,1.0,7.1E8,
7.2E-38,0.013,3500.0,4100.0,1900.0,4400000.0,3800.0,1500.0,2000.0,230.0,2400.0,0.18,4400000.0,3.9E-5,0.039,0.039,0.0,430.0,6.8,0.0,0.0,0.0,1.7E7,1.0,7.1E8,
6.7E-38,0.012,3400.0,4100.0,1900.0,3799999.9999999995,3800.0,1500.0,2000.0,230.0,2400.0,0.18,3799999.9999999995,3.7E-5,0.036,0.036,0.0,410.0,6.2,0.0,0.0,0.0,1.7E7,1.0,7.0E8,
6.7E-38,0.012,3400.0,4100.0,1800.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,4.0E-5,0.036,0.036,0.0,390.0,6.1,0.0,0.0,0.0,1.6E7,1.0,7.0E8,
6.7E-38,0.012,3400.0,4100.0,1800.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,3.8E-5,0.036,0.036,0.0,360.0,6.1,0.0,0.0,0.0,1.6E7,1.0,7.0E8,
6.7E-38,0.012,3400.0,4100.0,1800.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,3.3E-5,0.036,0.036,0.0,340.0,6.1,0.0,0.0,0.0,1.7E7,1.0,7.0E8,
6.7E-38,0.012,3400.0,4100.0,1800.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,2.7E-5,0.036,0.036,0.0,320.0,6.1,0.0,0.0,0.0,1.8E7,1.0,7.0E8,
6.7E-38,0.012,3400.0,4100.0,1800.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,2.2E-5,0.036,0.036,0.0,310.0,6.1,0.0,0.0,0.0,2.0E7,1.0,7.0E8,
6.7E-38,0.012,3400.0,4100.0,1800.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.18,3799999.9999999995,1.8E-5,0.036,0.036,0.0,310.0,6.1,0.0,0.0,0.0,2.1E7,1.0,7.0E8,
