R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,9.8E-6,0.053,0.053,0.0,310.0,6.2,0.0,0.0,2.6E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,1.1E-5,0.053,0.053,0.0,310.0,6.2,0.0,0.0,2.5E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,1.1E-5,0.053,0.053,0.0,300.0,6.2,0.0,0.0,2.5E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,1.1E-5,0.053,0.053,0.0,300.0,6.2,0.0,0.0,2.6E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,9.5E-6,0.053,0.053,0.0,300.0,6.2,0.0,0.0,2.7E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,8.4E-6,0.053,0.053,0.0,290.0,6.2,0.0,0.0,2.8E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,7.4E-6,0.053,0.053,0.0,290.0,6.2,0.0,0.0,2.9E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,6.4E-6,0.053,0.053,0.0,290.0,6.2,0.0,0.0,3.1E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,7.1E-6,0.053,0.053,0.0,280.0,6.2,0.0,0.0,3.0E7,1.0,6.8E8,
1.3000000000000001E-37,0.014,4100.0,4200.0,2800.0,3699999.9999999995,6400.0,1600.0,2000.0,240.0,800.0,0.19,3799999.9999999995,8.7E-6,0.053,0.053,0.0,280.0,6.2,0.0,0.0,2.8E7,1.0,6.8E8,
