R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,bead1,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,pepEn,pepMHCIEn,povaEn,protonEn,solubleMarker,volume,
8.000000000000001E-38,0.026,2000.0,4500.0,3000.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,2.1E-5,0.029,0.029,0.0,330.0,13.0,1.7E-22,4.5E-33,0.0,2.7E7,1.0,6.9E8,
8.000000000000001E-38,0.026,2000.0,4500.0,3000.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,1.8E-5,0.029,0.029,0.0,320.0,13.0,2.0999999999999998E-22,5.2000000000000006E-33,0.0,2.8E7,1.0,6.9E8,
8.000000000000001E-38,0.026,2000.0,4500.0,3000.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,1.6E-5,0.029,0.029,0.0,310.0,13.0,2.6E-22,5.6000000000000005E-33,0.0,3.0E7,1.0,6.9E8,
8.000000000000001E-38,0.026,2000.0,4500.0,3000.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,1.9E-5,0.029,0.029,0.0,310.0,13.0,3.2999999999999996E-22,7.0E-33,0.0,2.8E7,1.0,6.9E8,
8.000000000000001E-38,0.026,2000.0,4500.0,3000.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,2.2E-5,0.029,0.029,0.0,310.0,13.0,4.0999999999999995E-22,1.0E-32,0.0,2.6E7,1.0,6.9E8,
1.2E-37,0.017,3300.0,5000.0,4900.0,5000000.0,3800.0,1500.0,2000.0,230.0,2400.0,0.18,5000000.0,0.0,2.5E-5,0.044,0.044,0.0,360.0,13.0,2.1E-21,1.8000000000000002E-28,0.0,2.5E7,1.0,7.1E8,
1.1E-37,0.016,3300.0,5000.0,4900.0,4400000.0,3800.0,1500.0,2000.0,230.0,2400.0,0.18,4500000.0,0.0,2.6E-5,0.041,0.041,0.0,360.0,12.0,2.1E-21,1.2E-28,0.0,2.4E7,1.0,7.0E8,
1.1E-37,0.016,3300.0,4900.0,4900.0,4300000.0,3700.0,1500.0,2000.0,230.0,2400.0,0.18,4300000.0,0.0,2.7E-5,0.04,0.04,0.0,360.0,12.0,2.1E-21,7.6E-29,0.0,2.4E7,1.0,7.0E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,4099999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.18,4099999.9999999995,0.0,3.3E-5,0.039,0.039,0.0,360.0,12.0,2.2E-21,2.7999999999999997E-29,0.0,2.2E7,1.0,7.0E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3899999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3899999.9999999995,0.0,3.5E-5,0.037,0.037,0.0,350.0,11.0,2.3E-21,1.4999999999999998E-29,0.0,2.1E7,1.0,7.0E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,4.0E-5,0.037,0.037,0.0,350.0,11.0,2.4E-21,5.6000000000000005E-30,0.0,2.0E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,4.2E-5,0.037,0.037,0.0,350.0,11.0,2.6E-21,1.8E-30,0.0,2.0E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,3.9E-5,0.037,0.037,0.0,350.0,11.0,2.8E-21,6.5E-31,0.0,2.0E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,3.4E-5,0.037,0.037,0.0,350.0,11.0,3.1E-21,3.0E-31,0.0,2.1E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,3.0E-5,0.037,0.037,0.0,350.0,11.0,3.4E-21,1.9E-31,0.0,2.2E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,2.5E-5,0.037,0.037,0.0,340.0,11.0,3.7E-21,1.5E-31,0.0,2.4E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,2.1E-5,0.037,0.037,0.0,340.0,11.0,4.1E-21,1.4E-31,0.0,2.5E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,1.8E-5,0.037,0.037,0.0,340.0,11.0,4.5E-21,1.2E-31,0.0,2.7E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,1.8E-5,0.037,0.037,0.0,340.0,11.0,4.9E-21,1.2E-31,0.0,2.7E7,1.0,6.9E8,
1.1E-37,0.016,3200.0,4900.0,4900.0,3799999.9999999995,3700.0,1500.0,2000.0,230.0,2400.0,0.17,3799999.9999999995,0.0,2.1E-5,0.037,0.037,0.0,330.0,11.0,5.3E-21,1.4E-31,0.0,2.5E7,1.0,6.9E8,
