tick 1.0
endosome0z,initOrgProp,area,22483.93157,volume,194189.7229,xcoor,18.32718747,ycoor,1.762178766,
endosome0z,initRabContent,RabA,7162.83125,RabB,931.9154577,RabE,11875.91074,RabF,2513.274123,RabC,0.0
endosome0z,initMembraneContent,exCxEn,6.780007081001931E-4,R-TfaEn,2.220000448213404E-37,oMHCIEn,3.34001051865507E-5,membraneMarker,0.0,cMHCIEn,0.0680518908436033,pepMHCIEn,0.0,REn,0.001055254099126909,imCxEn,6.780007081001931E-4
endosome0z,initSolubleContent,mvb,0.0,ovaEn,0.0,protonEn,11.24684734325472,pepEn,0.0,TfaEn,1.440000296884347E-4,solubleMarker,0.0
endosome1D,initOrgProp,area,12478.62696,volume,106335.356,xcoor,41.82148147,ycoor,13.29056812,
endosome1D,initRabContent,RabC,12478.62696
endosome1D,initMembraneContent,exCxEn,0.00465765999144696,R-TfaEn,4.0500007730028E-36,oMHCIEn,0.056068342725324,membraneMarker,0.0,cMHCIEn,1.31966471552784,pepMHCIEn,0.0,REn,0.0192646290871176,imCxEn,0.00465765999144696
endosome1D,initSolubleContent,mvb,0.0,ovaEn,0.0,protonEn,5.7748286130412,pepEn,0.0,TfaEn,9.749995126996E-5,solubleMarker,0.0
endosome2Y,initOrgProp,area,16240.84777,volume,144015.7176,xcoor,31.25893,ycoor,11.25893438,
endosome2Y,initRabContent,RabE,16240.84777
endosome2Y,initMembraneContent,exCxEn,3.71999866341404E-4,R-TfaEn,1.68000201587211E-38,oMHCIEn,7.20000631933079E-5,membraneMarker,0.0,cMHCIEn,0.00528675324778594,pepMHCIEn,0.0,REn,7.98000551518058E-5,imCxEn,3.71999866341404E-4
endosome2Y,initSolubleContent,mvb,0.0,ovaEn,0.0,protonEn,6.7405404496939205,pepEn,0.0,TfaEn,3.6300025715385606E-5,solubleMarker,0.0
endosome3T,initOrgProp,area,21707.26945,volume,186187.6163,xcoor,41.94635042,ycoor,49.16798278,
endosome3T,initRabContent,RabA,21707.26945
endosome3T,initMembraneContent,exCxEn,6.6600073399545E-5,R-TfaEn,6.91999530615715E-39,oMHCIEn,1.1000006842901349E-5,membraneMarker,0.0,cMHCIEn,0.0022895308306998497,pepMHCIEn,0.0,REn,3.3000042235973503E-5,imCxEn,6.6600073399545E-5
endosome3T,initSolubleContent,mvb,0.0,ovaEn,0.0,protonEn,10.0006954343219,pepEn,0.0,TfaEn,2.04000185551421E-4,solubleMarker,0.0
