R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,3.4E-5,0.031,0.031,0.0,490.0,8.6,0.0,0.0,0.0,2.0E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,3.7E-5,0.031,0.031,0.0,460.0,8.5,0.0,0.0,0.0,1.9E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,3.6E-5,0.031,0.031,0.0,430.0,8.5,0.0,0.0,0.0,1.9E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,3.3E-5,0.031,0.031,0.0,420.0,8.5,0.0,0.0,0.0,2.0E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,2.9E-5,0.031,0.031,0.0,400.0,8.5,0.0,0.0,0.0,2.0E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,2.4E-5,0.031,0.031,0.0,370.0,8.5,0.0,0.0,0.0,2.2E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,2.0E-5,0.031,0.031,0.0,340.0,8.5,0.0,0.0,0.0,2.3E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,1.7E-5,0.031,0.031,0.0,320.0,8.5,0.0,0.0,0.0,2.5E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,1.4E-5,0.031,0.031,0.0,300.0,8.5,0.0,0.0,0.0,2.6E7,1.0,6.9E8,
1.5E-37,0.0094,950.0,410.0,3100.0,3799999.9999999995,3900.0,1600.0,2000.0,240.0,2500.0,0.18,3799999.9999999995,1.7E-5,0.031,0.031,0.0,300.0,8.5,0.0,8.2E-17,6.5E-28,2.4E7,1.0,6.9E8,
1.5E-37,0.0093,950.0,410.0,3100.0,3699999.9999999995,3900.0,1600.0,2000.0,240.0,2500.0,0.18,3799999.9999999995,1.9E-5,0.031,0.031,0.0,290.0,8.4,0.0,2.5E-16,3.5E-27,2.3E7,1.0,6.8E8,
1.5E-37,0.0093,950.0,410.0,3100.0,3699999.9999999995,3900.0,1600.0,2000.0,240.0,2500.0,0.18,3799999.9999999995,1.8E-5,0.031,0.031,0.0,290.0,8.4,0.0,4.9E-16,8.5E-27,2.3E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,1.7E-5,0.031,0.031,0.0,290.0,8.4,0.0,8.0E-16,1.5E-26,2.4E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,2.1E-5,0.031,0.031,0.0,290.0,8.4,0.0,1.7E-15,3.0E-26,2.2E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,2.2E-5,0.031,0.031,0.0,290.0,8.4,0.0,2.7E-15,6.0E-26,2.2E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,2.1E-5,0.031,0.031,0.0,290.0,8.4,0.0,4.1E-15,9.5E-26,2.2E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,1.9E-5,0.031,0.031,0.0,290.0,8.4,0.0,5.6E-15,1.3E-25,2.3E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,1.6E-5,0.031,0.031,0.0,280.0,8.4,0.0,7.3E-15,1.5999999999999998E-25,2.4E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,1.4E-5,0.031,0.031,0.0,280.0,8.4,0.0,9.2E-15,1.8E-25,2.6E7,1.0,6.8E8,
1.5E-37,0.0093,940.0,410.0,3100.0,3699999.9999999995,3900.0,1500.0,2000.0,230.0,2500.0,0.18,3699999.9999999995,1.2E-5,0.031,0.031,0.0,280.0,8.4,0.0,1.1E-14,1.9E-25,2.7E7,1.0,6.8E8,
