R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
2.6E-39,0.0089,2200.0,4600.0,3800.0,3999999.9999999995,1400.0,4500.0,240.0,3200.0,6100.0,0.15,4099999.9999999995,1.4E-5,0.097,0.097,0.0,510.0,8.7,0.0,0.0,0.0,2.9E7,1.0,7.7E8,
9.2E-40,0.0065,30.0,2900.0,500.0,4099999.9999999995,1400.0,4400.0,230.0,3100.0,5900.0,0.15,4099999.9999999995,1.4E-5,0.1,0.1,0.0,530.0,8.5,0.0,0.0,0.0,2.9E7,1.0,7.8E8,
1.1E-38,0.087,16000.0,66000.0,23000.0,6399999.999999999,32000.0,2200.0,1900.0,4200.0,6800.0,0.16,6599999.999999999,6.9E-5,0.15,0.15,0.0,680.0,34.0,0.0,0.0,0.0,2.9E7,1.0,8.1E8,
9.1E-40,0.0065,30.0,2900.0,490.0,4099999.9999999995,1400.0,4400.0,230.0,3100.0,5900.0,0.15,4099999.9999999995,1.6E-5,0.099,0.099,0.0,490.0,8.4,0.0,0.0,0.0,2.8E7,1.0,7.8E8,
4.5E-39,0.036,3300.0,10000.0,23000.0,6399999.999999999,14000.0,2200.0,1900.0,4200.0,6800.0,0.15,6399999.999999999,8.6E-5,0.11,0.11,0.0,660.0,34.0,0.0,0.0,0.0,2.6E7,1.0,8.1E8,
9.1E-40,0.0065,30.0,2900.0,490.0,3999999.9999999995,1400.0,4400.0,230.0,3100.0,5900.0,0.15,4099999.9999999995,1.6E-5,0.099,0.099,0.0,480.0,8.4,0.0,0.0,0.0,2.8E7,1.0,7.7E8,
1.0E-39,0.0082,3300.0,2600.0,120.0,6199999.999999999,1800.0,2200.0,1900.0,4100.0,6700.0,0.15,6199999.999999999,2.2E-5,0.088,0.088,0.0,630.0,7.4,0.0,0.0,0.0,2.5E7,1.0,8.1E8,
9.0E-40,0.0064,30.0,2900.0,490.0,3999999.9999999995,1400.0,4300.0,230.0,3100.0,5800.0,0.15,3999999.9999999995,1.9E-5,0.098,0.098,0.0,460.0,8.3,0.0,0.0,0.0,2.5E7,1.0,7.5E8,
1.0E-39,0.008,3300.0,2600.0,120.0,6099999.999999999,1800.0,2200.0,1900.0,4100.0,6600.0,0.15,6099999.999999999,2.5E-5,0.087,0.087,0.0,600.0,7.2,0.0,0.0,0.0,2.3E7,1.0,8.1E8,
9.0E-40,0.0064,30.0,2900.0,490.0,3999999.9999999995,1400.0,4300.0,230.0,3100.0,5800.0,0.15,3999999.9999999995,2.2E-5,0.098,0.098,0.0,440.0,8.3,0.0,0.0,0.0,2.4E7,1.0,7.5E8,
9.5E-40,0.0077,3200.0,2600.0,120.0,5699999.999999999,1800.0,2100.0,1900.0,4000.0,6600.0,0.15,5699999.999999999,2.7E-5,0.084,0.084,0.0,590.0,6.8,0.0,2.2E-16,1.1000000000000001E-27,2.2E7,1.0,8.0E8,
9.0E-40,0.0064,30.0,2900.0,490.0,3999999.9999999995,1400.0,4300.0,230.0,3100.0,5800.0,0.15,3999999.9999999995,2.3E-5,0.098,0.098,0.0,430.0,8.3,0.0,0.0,0.0,2.4E7,1.0,7.5E8,
9.1E-40,0.0073,3200.0,2500.0,120.0,5300000.0,1800.0,2100.0,1900.0,4000.0,6500.0,0.15,5400000.0,2.9E-5,0.081,0.081,0.0,570.0,6.4,0.0,1.6E-15,1.3E-26,2.1E7,1.0,8.0E8,
9.0E-40,0.0064,30.0,2900.0,490.0,3999999.9999999995,1400.0,4300.0,230.0,3100.0,5800.0,0.15,3999999.9999999995,2.1E-5,0.098,0.098,0.0,420.0,8.3,0.0,0.0,0.0,2.4E7,1.0,7.5E8,
8.7E-40,0.007,3200.0,2500.0,120.0,5000000.0,1700.0,2100.0,1800.0,4000.0,6500.0,0.15,5000000.0,3.1E-5,0.079,0.079,0.0,550.0,6.0,0.0,8.4E-15,1.2E-25,2.0E7,1.0,8.0E8,
9.0E-40,0.0064,30.0,2900.0,490.0,3999999.9999999995,1400.0,4300.0,230.0,3100.0,5800.0,0.15,3999999.9999999995,1.9E-5,0.098,0.098,0.0,390.0,8.3,0.0,0.0,0.0,2.5E7,1.0,7.5E8,
8.1E-40,0.0065,3100.0,2500.0,120.0,4500000.0,1700.0,2100.0,1800.0,3900.0,6400.0,0.14,4500000.0,3.1E-5,0.075,0.075,0.0,530.0,5.4,0.0,1.7E-14,2.8E-25,1.9E7,1.0,7.9E8,
9.0E-40,0.0064,30.0,2900.0,490.0,3999999.9999999995,1400.0,4300.0,230.0,3100.0,5800.0,0.15,3999999.9999999995,1.7E-5,0.098,0.098,0.0,380.0,8.2,0.0,0.0,0.0,2.6E7,1.0,7.5E8,
7.9E-40,0.0064,3100.0,2500.0,120.0,4400000.0,1700.0,2100.0,1800.0,3900.0,6300.0,0.14,4400000.0,3.2E-5,0.073,0.073,0.0,530.0,5.3,0.0,3.7E-14,8.1E-25,1.9E7,1.0,7.9E8,
9.0E-40,0.0064,30.0,2900.0,490.0,3999999.9999999995,1400.0,4300.0,230.0,3100.0,5800.0,0.15,3999999.9999999995,2.0E-5,0.098,0.098,0.0,360.0,8.2,0.0,3.2E-14,3.3E-25,2.4E7,1.0,7.5E8,
1.1E-38,0.048,21000.0,67000.0,1000.0,1.0E7,4300.0,6400.0,2000.0,6900.0,12000.0,0.29,1.0E7,4.5E-5,0.25,0.25,0.0,950.0,11.0,2.5,1.8E-13,2.3E-21,4.2E7,1.0,1.6E9,
1.8E-39,0.0077,6200.0,1600.0,1000.0,9800000.0,4300.0,6400.0,2000.0,6900.0,4600.0,0.29,9800000.0,4.6E-5,0.12,0.12,0.0,950.0,10.0,0.34,2.1E-13,2.5E-22,4.2E7,1.0,1.6E9,
1.7E-39,0.0074,6200.0,1600.0,1000.0,9300000.0,4300.0,6400.0,2000.0,6900.0,4600.0,0.29,9300000.0,4.8E-5,0.12,0.12,0.0,950.0,10.0,0.016,2.5E-13,1.4E-22,4.0E7,1.0,1.6E9,
1.7E-39,0.0073,6200.0,1600.0,1000.0,9200000.0,4300.0,6400.0,2000.0,6900.0,4600.0,0.29,9200000.0,5.1E-5,0.12,0.12,0.0,950.0,9.9,2.9E-4,3.3E-13,6.6E-23,3.9E7,1.0,1.6E9,
3.6E-39,0.016,6200.0,28000.0,1100.0,1.0E7,4300.0,6400.0,2000.0,6900.0,4600.0,0.29,1.0E7,1.9E-5,0.11,0.11,0.0,960.0,18.0,13.0,3.0E-11,1.6E-19,3.8E7,1.0,1.6E9,
3.6E-39,0.016,6200.0,28000.0,1100.0,9800000.0,4300.0,6300.0,2000.0,6900.0,4600.0,0.29,9800000.0,1.1E-4,0.11,0.11,0.0,950.0,18.0,0.088,3.0E-11,6.1E-20,3.7E7,1.0,1.6E9,
2.3E-38,0.12,6900.0,190000.0,2200.0,9800000.0,4300.0,6300.0,2000.0,6900.0,4600.0,0.29,1.0E7,5.4E-5,0.21,0.21,0.0,950.0,8.5,0.0076,3.1E-11,3.8E-19,3.7E7,1.0,1.6E9,
2.0000000000000002E-38,0.1,4700.0,180000.0,2700.0,9900000.0,4300.0,6300.0,2000.0,6900.0,4600.0,0.29,1.0E7,1.0E-4,0.2,0.2,0.0,960.0,15.0,5.2,1.5E-10,8.8E-17,3.6E7,1.0,1.6E9,
