cMHCIEnEr,cMHCIEnPm,cMHCIEnRabA,cMHCIEnRabB,cMHCIEnRabC,cMHCIEnRabD,cMHCIEnRabE,cMHCIEnRabF,cMHCIEnRabG,cMHCIEnRabH,cMHCIEnRabI,exCxEnEr,exCxEnPm,exCxEnRabA,exCxEnRabB,exCxEnRabC,exCxEnRabD,exCxEnRabE,exCxEnRabF,exCxEnRabG,exCxEnRabH,exCxEnRabI,imCxEnEr,imCxEnPm,imCxEnRabA,imCxEnRabB,imCxEnRabC,imCxEnRabD,imCxEnRabE,imCxEnRabF,imCxEnRabG,imCxEnRabH,imCxEnRabI,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,oMHCIEnEr,oMHCIEnPm,oMHCIEnRabA,oMHCIEnRabB,oMHCIEnRabC,oMHCIEnRabD,oMHCIEnRabE,oMHCIEnRabF,oMHCIEnRabG,oMHCIEnRabH,oMHCIEnRabI,ovaCyCy,pepCyCy,pepEnEr,pepEnPm,pepEnRabA,pepEnRabB,pepEnRabC,pepEnRabD,pepEnRabE,pepEnRabF,pepEnRabG,pepEnRabH,pepEnRabI,pepMHCIEnEr,pepMHCIEnPm,pepMHCIEnRabA,pepMHCIEnRabB,pepMHCIEnRabC,pepMHCIEnRabD,pepMHCIEnRabE,pepMHCIEnRabF,pepMHCIEnRabG,pepMHCIEnRabH,pepMHCIEnRabI,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,R-TfaEnEr,R-TfaEnPm,R-TfaEnRabA,R-TfaEnRabB,R-TfaEnRabC,R-TfaEnRabD,R-TfaEnRabE,R-TfaEnRabF,R-TfaEnRabG,R-TfaEnRabH,R-TfaEnRabI,R-TfEnPm,REnEr,REnPm,REnRabA,REnRabB,REnRabC,REnRabD,REnRabE,REnRabF,REnRabG,REnRabH,REnRabI,solubleMarkerEr,solubleMarkerPm,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,solubleMarkerRabF,solubleMarkerRabG,solubleMarkerRabH,solubleMarkerRabI,TfaEnEr,TfaEnPm,TfaEnRabA,TfaEnRabB,TfaEnRabC,TfaEnRabD,TfaEnRabE,TfaEnRabF,TfaEnRabG,TfaEnRabH,TfaEnRabI,
0.0,901.3,127.7,245.6,171.6,15.18,8.175,2.076,1.333,0.6269,0.3707,0.0,346.1,0.359,2.843,0.2105,0.7298,1.298,0.2906,0.9624,1.555,13.92,0.0,346.1,0.359,2.843,0.2105,0.7298,1.298,0.2906,0.9624,1.555,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.2,207.3,59.95,1790.0,102.3,7.107,4.194,3.293,5.138,0.0,104.8,10.91,17.34,75.66,35.72,2.244,0.04512,0.04738,0.07618,0.05837,1.079E-11,1.029E-10,0.0,0.0,7.106E-7,7.947E-7,8.435E-7,9.151E-6,4.009E-6,1.848E-6,2.305E-6,1.384E-6,1.77E-6,0.0,5.33E-10,6.975E-11,2.229E-10,2.78E-10,9.427E-12,1.382E-11,2.677E-12,1.794E-12,6.349E-13,5.262E-13,1.0E-4,0.0,0.0,249500.0,171700.0,163000.0,7.411E7,142000.0,78540.0,79560.0,56680.0,126900.0,0.0,4.8200000000000004E-42,4.443E-42,2.7529999999999996E-41,2.506E-41,1.942E-42,8.071E-43,2.107E-43,1.267E-43,5.208E-44,3.997E-44,2.08E-35,0.0,0.1664,0.353,1.002,0.6253,0.08326,0.02878,0.007377,0.004493,0.001342,8.77E-4,0.0,0.0,0.002119,0.00153,0.001727,1.985,0.001889,0.001935,0.001778,6.701E-4,0.002959,0.0,1.0E-5,0.001602,0.001545,0.001301,0.1725,0.001744,3.497E-4,3.245E-4,1.768E-4,3.511E-4,
0.0,910.3,120.3,237.4,164.3,0.2987,5.838,2.21,1.263,0.6485,0.3875,0.0,346.1,0.329,2.86,0.2032,0.7342,1.284,0.3064,0.9155,1.231,14.26,0.0,346.1,0.329,2.86,0.2032,0.7342,1.284,0.3064,0.9155,1.231,14.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,561.2,213.2,58.88,1707.0,102.4,7.049,4.152,3.201,5.014,0.0,104.8,12.33,15.85,88.66,48.4,1.03,0.03267,0.04881,0.06912,0.055,1.061E-11,1.031E-10,0.0,1.052E-8,6.898E-7,7.961E-7,8.374E-7,9.117E-6,3.963E-6,1.765E-6,2.392E-6,1.395E-6,1.787E-6,0.0,5.396E-10,6.696E-11,2.198E-10,2.825E-10,9.199E-12,1.01E-11,2.837E-12,1.768E-12,6.713E-13,5.678E-13,1.0E-4,0.0,622.5,237700.0,162200.0,158300.0,6.858E7,135800.0,72880.0,76060.0,52960.0,118900.0,0.0,5.3540000000000005E-42,4.173E-42,2.7049999999999997E-41,2.5099999999999996E-41,1.838E-42,5.693E-43,2.188E-43,1.1360000000000001E-43,5.091999999999999E-44,3.9189999999999997E-44,2.08E-35,0.0,0.184,0.3338,0.9912,0.6287,0.07964,0.02154,0.007733,0.004159,0.00136,8.99E-4,0.0,0.0,0.002128,0.001536,0.001737,1.985,0.001894,0.001939,0.001788,6.738E-4,0.002968,0.0,1.951E-5,0.001552,0.001537,0.001292,0.1716,0.001742,3.43E-4,3.33E-4,1.748E-4,3.538E-4,
0.0,911.0,121.8,227.3,175.6,0.06545,11.48,2.05,1.295,0.7011,0.4397,0.0,346.1,0.3455,2.887,0.2548,0.4702,0.8702,0.2938,0.8877,0.7555,15.35,0.0,346.1,0.3455,2.887,0.2548,0.4702,0.8702,0.2938,0.8877,0.7555,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,569.2,219.6,55.26,1647.0,105.8,6.804,3.364,3.091,3.488,0.0,106.5,11.58,13.74,85.61,39.53,1.537,0.03661,0.0463,0.06652,0.04694,1.044E-11,1.033E-10,0.0,2.154E-8,6.886E-7,7.744E-7,8.5E-7,9.027E-6,4.007E-6,1.76E-6,2.379E-6,1.392E-6,1.784E-6,0.0,5.405E-10,6.768E-11,2.12E-10,2.837E-10,4.804E-12,1.815E-11,2.735E-12,1.915E-12,7.943E-13,6.341E-13,0.001466,0.0,2259.0,392800.0,181600.0,110200.0,6.53E7,129300.0,63050.0,56090.0,54050.0,80310.0,0.0,5.784000000000001E-42,4.4110000000000005E-42,2.6249999999999997E-41,2.476E-41,1.524E-42,9.601E-43,2.191E-43,1.189E-43,5.387E-44,4.016E-44,2.08E-35,0.0,0.1903,0.3415,0.966,0.6369,0.06289,0.03076,0.007371,0.004156,0.001402,9.636E-4,0.0,0.0,0.007567,0.001341,2.84E-4,1.983,0.001846,0.001695,0.001249,8.053E-4,0.001811,0.0,4.127E-5,0.001998,0.001557,0.001177,0.1699,0.001743,3.222E-4,2.85E-4,1.846E-4,2.555E-4,
0.0,911.0,120.2,223.7,185.9,0.0374,6.028,1.932,1.674,0.7321,1.17,0.0,346.1,0.4174,2.864,0.6177,0.4686,0.8652,0.2909,0.8396,0.6631,15.02,0.0,346.1,0.4174,2.864,0.6177,0.4686,0.8652,0.2909,0.8396,0.6631,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,566.4,235.2,52.93,1589.0,107.2,5.996,3.412,3.029,3.389,0.0,106.5,11.09,14.93,81.18,38.52,1.029,0.0213,0.0402,0.06497,0.04475,1.028E-11,1.034E-10,0.0,4.325E-8,6.699E-7,7.933E-7,8.578E-7,8.977E-6,4.017E-6,1.774E-6,2.314E-6,1.42E-6,1.786E-6,0.0,5.405E-10,6.761E-11,2.069E-10,2.915E-10,3.427E-12,9.541E-12,2.801E-12,2.262E-12,8.559E-13,2.322E-12,0.00129,0.0,2446.0,210600.0,179600.0,105800.0,6.383E7,125300.0,62430.0,54960.0,52380.0,79050.0,0.0,5.784000000000001E-42,4.524E-42,2.556E-41,2.476E-41,1.53E-42,5.696E-43,2.087E-43,1.452E-43,5.525999999999999E-44,2.066E-43,2.08E-35,0.0,0.1903,0.3396,0.9457,0.6444,0.06143,0.02134,0.007026,0.005523,0.001522,0.003273,0.0,0.0,0.001142,0.001374,2.885E-4,1.99,0.001882,0.001718,0.001299,8.404E-4,0.001827,0.0,4.625E-5,0.001477,0.001568,0.001167,0.1692,0.001748,3.184E-4,2.896E-4,1.88E-4,2.588E-4,
0.0,912.8,115.7,221.9,190.2,0.0269,10.81,1.963,1.259,0.7107,0.4431,0.0,346.1,0.3406,2.81,0.2454,0.4543,0.8739,0.2914,0.8458,0.8038,15.33,0.0,346.1,0.3406,2.81,0.2454,0.4543,0.8739,0.2914,0.8458,0.8038,15.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,567.3,241.4,50.7,1556.0,107.8,5.58,3.076,2.995,3.548,0.0,106.5,10.21,13.23,81.52,31.41,0.9701,0.05313,0.08038,0.06402,0.0439,1.01E-11,1.035E-10,0.0,6.904E-8,6.805E-7,7.917E-7,8.562E-7,8.88E-6,3.972E-6,1.781E-6,2.325E-6,1.402E-6,1.825E-6,0.0,5.418E-10,6.533E-11,2.001E-10,2.872E-10,1.316E-12,2.127E-11,2.744E-12,1.924E-12,8.386E-13,6.411E-13,0.001514,0.0,2808.0,206800.0,163300.0,95190.0,6.174E7,119600.0,61280.0,52510.0,49820.0,77280.0,0.0,5.923E-42,4.157E-42,2.5399999999999996E-41,2.408E-41,1.238E-42,1.481E-42,1.771E-43,1.213E-43,5.525999999999999E-44,3.9039999999999997E-44,2.08E-35,0.0,0.1984,0.3218,0.9533,0.6354,0.0392,0.03533,0.006865,0.004087,0.001472,9.652E-4,0.0,0.0,0.00115,0.001386,2.903E-4,1.99,0.001895,0.001727,0.001315,8.516E-4,0.001834,0.0,5.439E-5,0.001471,0.001559,0.001158,0.1676,0.001743,3.15E-4,2.889E-4,1.9E-4,2.575E-4,
0.0,915.4,120.8,204.6,173.7,0.01926,7.383,1.862,1.068,0.5468,0.4761,0.0,346.1,0.416,2.698,0.2041,0.494,0.8475,0.2969,0.8307,0.5105,15.62,0.0,346.1,0.416,2.698,0.2041,0.494,0.8475,0.2969,0.8307,0.5105,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,572.0,261.8,49.0,1463.0,108.1,5.603,3.009,1.615,3.378,0.0,106.5,11.02,20.41,99.04,28.36,2.287,0.05301,0.3106,0.2511,0.2287,9.932E-12,1.036E-10,0.0,7.683E-8,6.864E-7,7.999E-7,8.56E-7,8.857E-6,3.895E-6,1.782E-6,2.327E-6,1.397E-6,1.856E-6,0.0,5.44E-10,7.119E-11,1.911E-10,2.788E-10,3.369E-12,1.317E-11,2.474E-12,1.624E-12,7.37E-13,6.467E-13,0.001542,0.0,3276.0,217800.0,211600.0,84900.0,5.872E7,99430.0,58060.0,50140.0,30860.0,72150.0,0.0,6.107000000000001E-42,4.661E-42,2.382E-41,2.4449999999999996E-41,1.357E-42,1.2280000000000002E-42,1.575E-43,1.153E-43,5.998E-44,5.198999999999999E-44,2.08E-35,0.0,0.2074,0.3459,0.8778,0.6554,0.0455,0.02911,0.006625,0.004292,0.001778,0.001404,0.0,0.0,0.001162,0.001404,2.927E-4,1.989,0.001915,0.001739,0.001342,8.708E-4,0.001843,0.0,6.28E-5,0.001468,0.001543,0.001137,0.1668,0.001724,3.159E-4,2.899E-4,1.689E-4,2.589E-4,
0.0,913.2,119.8,203.2,173.5,0.02052,7.82,1.78,1.087,0.6177,1.068,0.0,346.1,0.3413,2.674,0.2703,0.4651,0.7483,0.4972,0.8115,0.4124,15.66,0.0,346.1,0.3413,2.674,0.2703,0.4651,0.7483,0.4972,0.8115,0.4124,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,589.0,266.5,53.45,1467.0,104.7,5.283,3.198,1.495,2.73,0.0,105.3,9.338,19.79,104.7,27.56,0.9195,0.009678,0.06746,0.05947,0.04216,9.77E-12,1.037E-10,0.0,8.775E-8,6.91E-7,8.017E-7,8.866E-7,8.769E-6,3.686E-6,1.819E-6,2.326E-6,1.384E-6,1.873E-6,0.0,5.429E-10,6.718E-11,1.878E-10,2.787E-10,1.235E-12,1.204E-11,2.312E-12,1.699E-12,8.153E-13,1.016E-12,1.19E-4,0.0,3468.0,210100.0,185500.0,80640.0,5.688E7,94870.0,56980.0,49200.0,30150.0,70350.0,0.0,5.745E-42,4.221E-42,2.3999999999999997E-41,2.4619999999999997E-41,1.2180000000000001E-42,8.972E-43,1.363E-43,1.125E-43,5.764E-44,7.987E-44,2.08E-35,0.0,0.197,0.3349,0.8908,0.657,0.03849,0.02631,0.006284,0.004126,0.001876,0.00393,0.0,0.0,0.00118,0.001432,2.965E-4,1.989,0.001946,0.001758,0.001385,9.005E-4,0.001856,0.0,6.682E-5,0.001466,0.001541,0.001132,0.1647,0.001699,3.169E-4,2.912E-4,1.688E-4,2.571E-4,
0.0,914.4,120.2,200.6,176.8,0.6749,5.132,1.721,0.975,0.5036,0.4194,0.0,346.2,0.3514,2.753,0.1756,0.4382,0.7461,0.5008,0.7976,0.4417,15.65,0.0,346.2,0.3514,2.753,0.1756,0.4382,0.7461,0.5008,0.7976,0.4417,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,600.0,273.1,53.61,1439.0,104.4,5.419,3.455,1.738,3.224,0.0,105.3,9.606,18.51,100.8,26.68,3.299,0.008596,0.6224,0.2834,0.03971,9.618E-12,1.038E-10,0.0,1.01E-7,7.009E-7,7.983E-7,8.822E-7,8.719E-6,3.585E-6,1.825E-6,2.337E-6,1.39E-6,1.89E-6,0.0,5.438E-10,6.782E-11,1.842E-10,2.803E-10,1.45E-12,7.527E-12,2.182E-12,1.829E-12,8.063E-13,5.191E-13,1.006E-4,0.0,3656.0,213800.0,154700.0,81860.0,5.649E7,93560.0,58150.0,49420.0,29780.0,72740.0,0.0,5.835000000000001E-42,4.2470000000000004E-42,2.393E-41,2.437E-41,1.166E-42,6.959E-43,1.224E-43,1.316E-43,5.960999999999999E-44,2.864E-44,2.08E-35,0.0,0.202,0.3371,0.8914,0.6515,0.03228,0.02364,0.006095,0.004748,0.001819,9.83E-4,0.0,0.0,0.001185,0.001441,2.977E-4,1.989,0.001955,0.001764,0.001397,9.094E-4,0.00186,0.0,7.192E-5,0.001463,0.001572,0.001098,0.1638,0.001687,3.223E-4,2.928E-4,1.703E-4,2.607E-4,
0.0,917.3,109.8,194.7,177.3,0.01321,4.832,1.403,0.9019,0.422,0.2866,0.0,346.2,0.3763,2.675,0.1794,0.4611,0.6997,0.2363,0.7874,0.44,15.96,0.0,346.2,0.3763,2.675,0.1794,0.4611,0.6997,0.2363,0.7874,0.44,15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,623.3,281.4,50.68,1381.0,101.3,5.455,3.649,2.057,3.682,0.0,105.3,9.517,18.59,115.4,19.67,1.949,0.007683,0.5701,0.2616,0.0384,9.473E-12,1.039E-10,0.0,1.207E-7,7.101E-7,8.047E-7,8.785E-7,8.671E-6,3.494E-6,1.813E-6,2.365E-6,1.376E-6,1.919E-6,0.0,5.461E-10,6.518E-11,1.794E-10,2.808E-10,9.798E-13,6.705E-12,1.817E-12,1.672E-12,6.708E-13,3.525E-13,0.001108,0.0,3967.0,214900.0,150900.0,60880.0,5.674E7,94100.0,59530.0,49610.0,29670.0,74490.0,0.0,6.158E-42,4.603E-42,2.3259999999999997E-41,2.4269999999999996E-41,1.194E-42,4.767E-43,1.006E-43,1.22E-43,5.235999999999999E-44,1.7379999999999998E-44,2.08E-35,0.0,0.2151,0.3128,0.8735,0.6644,0.03075,0.01991,0.005417,0.004504,0.0016,6.936E-4,0.0,0.0,0.001203,0.001469,3.014E-4,1.989,0.001985,0.001783,0.001439,9.386E-4,0.001872,0.0,8.07E-5,0.001469,0.001573,0.001079,0.163,0.00168,3.242E-4,2.957E-4,1.723E-4,2.612E-4,
0.0,914.8,113.9,195.2,168.2,0.01782,5.982,1.645,1.076,0.5652,0.3675,0.0,346.2,0.3465,2.635,0.2115,0.4336,0.7127,0.2241,0.953,0.4647,15.76,0.0,346.2,0.3465,2.635,0.2115,0.4336,0.7127,0.2241,0.953,0.4647,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983,648.9,293.1,51.21,1347.0,103.0,5.475,3.636,2.068,3.604,0.0,103.2,11.46,16.83,115.9,20.36,2.405,0.144,0.2656,0.1763,0.0568,9.318E-12,1.04E-10,0.0,1.436E-7,7.259E-7,7.899E-7,8.85E-7,8.607E-6,3.447E-6,1.815E-6,2.383E-6,1.39E-6,1.931E-6,0.0,5.465E-10,6.686E-11,1.796E-10,2.794E-10,4.81E-13,8.047E-12,2.116E-12,1.753E-12,7.862E-13,4.286E-13,0.001182,0.0,4255.0,210400.0,146800.0,60130.0,5.654E7,100800.0,60280.0,48970.0,29210.0,75210.0,0.0,5.634E-42,5.2330000000000006E-42,2.2539999999999999E-41,2.36E-41,1.05E-42,5.899E-43,1.377E-43,1.171E-43,5.811E-44,2.0529999999999999E-44,2.08E-35,0.0,0.1974,0.3336,0.8519,0.6526,0.02879,0.02331,0.00629,0.004024,0.001554,7.205E-4,0.0,0.0,0.001219,0.001491,3.049E-4,1.989,0.002011,0.001802,0.001468,9.587E-4,0.001889,0.0,8.918E-5,0.001491,0.001522,0.001073,0.1618,0.001692,3.25E-4,2.974E-4,1.735E-4,2.609E-4,
