R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,bead1,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,pepEn,pepMHCIEn,povaEn,protonEn,solubleMarker,volume,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,3.8E-5,0.079,0.079,0.0,370.0,8.6,2.6E-20,3.2999999999999997E-29,0.027,1.9E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,3.4E-5,0.079,0.079,0.0,370.0,8.6,2.6E-20,1.1E-29,0.027,1.9E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,3.0E-5,0.079,0.079,0.0,370.0,8.6,2.7E-20,4.1E-30,0.027,2.0E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,2.5E-5,0.079,0.079,0.0,370.0,8.6,2.8E-20,2.0E-30,0.027,2.2E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,2.1E-5,0.079,0.079,0.0,360.0,8.6,2.9E-20,1.2000000000000001E-30,0.027,2.3E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,1.7E-5,0.079,0.079,0.0,360.0,8.6,3.0E-20,9.2E-31,0.027,2.5E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,1.5E-5,0.079,0.079,0.0,360.0,8.6,3.1E-20,7.6E-31,0.027,2.6E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,1.6E-5,0.079,0.079,0.0,350.0,8.6,3.2E-20,6.799999999999999E-31,0.027,2.6E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,1.8E-5,0.079,0.079,0.0,350.0,8.6,3.3E-20,7.699999999999999E-31,0.027,2.4E7,1.0,7.0E8,
2.2E-37,0.018,3800.0,4900.0,5200.0,3799999.9999999995,3700.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,1.8E-5,0.079,0.079,0.0,350.0,8.6,3.4E-20,8.4E-31,0.027,2.4E7,1.0,7.0E8,
1.8E-37,0.015,2200.0,2700.0,6400.0,4300000.0,4500.0,1500.0,1900.0,220.0,2300.0,0.18,4400000.0,0.0,2.9E-5,0.076,0.076,0.0,370.0,12.0,3.1E-19,3.8E-25,0.085,2.3E7,1.0,7.1E8,
1.7E-37,0.015,2200.0,2600.0,6400.0,3999999.9999999995,4500.0,1500.0,1900.0,220.0,2300.0,0.17,3999999.9999999995,0.0,3.0E-5,0.072,0.072,0.0,370.0,11.0,3.1E-19,2.5E-25,0.084,2.3E7,1.0,7.0E8,
1.7E-37,0.015,2200.0,2600.0,6400.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,3.5E-5,0.07,0.07,0.0,370.0,11.0,3.1E-19,9.1E-26,0.084,2.1E7,1.0,7.0E8,
1.7E-37,0.015,2200.0,2600.0,6400.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,3.6E-5,0.07,0.07,0.0,360.0,11.0,3.1E-19,3.3E-26,0.084,2.1E7,1.0,7.0E8,
1.7E-37,0.015,2200.0,2600.0,6400.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,2300.0,0.17,3799999.9999999995,0.0,3.4E-5,0.07,0.07,0.0,360.0,11.0,3.1E-19,1.0E-26,0.084,2.1E7,1.0,7.0E8,
2.1000000000000002E-36,0.21,2900.0,75000.0,64000.0,4400000.0,4500.0,1500.0,1900.0,220.0,4500.0,0.18,4600000.0,0.0,5.7E-5,0.23,0.23,0.0,390.0,19.0,6.0E-19,4.7E-24,0.085,2.2E7,1.0,7.1E8,
1.8E-37,0.019,2900.0,2400.0,6100.0,4099999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,4200000.0,0.0,9.6E-6,0.13,0.13,0.0,390.0,2.9,6.0E-19,2.3E-25,0.085,2.1E7,1.0,7.1E8,
1.8E-37,0.018,2900.0,2400.0,6100.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,0.0,1.0E-5,0.12,0.12,0.0,390.0,2.8,6.0E-19,9.9E-26,0.084,2.0E7,1.0,7.1E8,
1.8E-37,0.018,2900.0,2400.0,6100.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,0.0,1.1E-5,0.12,0.12,0.0,380.0,2.8,6.0E-19,3.0E-26,0.084,2.0E7,1.0,7.1E8,
1.8E-37,0.018,2900.0,2400.0,6100.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,0.0,1.0E-5,0.12,0.12,0.0,380.0,2.8,6.1E-19,8.9E-27,0.084,2.0E7,1.0,7.1E8,
1.8E-37,0.018,2900.0,2400.0,6100.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,0.0,9.1E-6,0.12,0.12,0.0,380.0,2.8,6.1E-19,2.7000000000000002E-27,0.084,2.1E7,1.0,7.1E8,
1.8E-37,0.018,2900.0,2400.0,6100.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,0.0,7.8E-6,0.12,0.12,0.0,380.0,2.8,6.1E-19,8.2E-28,0.084,2.2E7,1.0,7.1E8,
1.5E-37,0.022,1300.0,3900.0,3200.0,4600000.0,4500.0,1500.0,1900.0,220.0,4500.0,0.18,4600000.0,9.3E-4,1.1,0.13,0.13,0.0,380.0,1.8,8.6E-19,9.9E-27,9.0,2.3E7,1.0,7.2E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,4099999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,4099999.9999999995,9.3E-4,8.2E-6,0.12,0.12,0.0,380.0,2.7,8.6E-19,5.2E-27,9.0,2.2E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1500.0,1900.0,220.0,4500.0,0.18,3899999.9999999995,9.2E-4,8.9E-6,0.12,0.12,0.0,380.0,2.6,8.6E-19,2.3E-27,8.9,2.1E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.2E-4,1.0E-5,0.12,0.12,0.0,380.0,2.6,8.6E-19,7.000000000000001E-28,8.9,2.0E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.2E-4,9.9E-6,0.12,0.12,0.0,380.0,2.6,8.6E-19,2.2000000000000004E-28,8.9,2.0E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.1E-4,9.0E-6,0.12,0.12,0.0,380.0,2.6,8.7E-19,7.4E-29,8.9,2.1E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.1E-4,7.9E-6,0.12,0.12,0.0,370.0,2.6,8.8E-19,2.8999999999999997E-29,8.9,2.2E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.1E-4,6.7E-6,0.12,0.12,0.0,370.0,2.6,8.8E-19,1.4999999999999998E-29,8.9,2.3E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.1E-4,5.6E-6,0.12,0.12,0.0,370.0,2.6,8.9E-19,9.800000000000001E-30,8.9,2.5E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.0E-4,4.8E-6,0.12,0.12,0.0,370.0,2.6,9.0E-19,7.4E-30,8.9,2.6E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.0E-4,4.0E-6,0.12,0.12,0.0,370.0,2.6,9.1E-19,6.1000000000000005E-30,8.9,2.8E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.0E-4,4.6E-6,0.12,0.12,0.0,370.0,2.6,9.1E-19,5.6000000000000005E-30,8.9,2.6E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,9.0E-4,5.2E-6,0.12,0.12,0.0,370.0,2.6,9.2E-19,6.2000000000000005E-30,8.9,2.5E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.9E-4,5.3E-6,0.12,0.12,0.0,360.0,2.6,9.3E-19,6.7E-30,8.9,2.5E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.9E-4,5.0E-6,0.12,0.12,0.0,360.0,2.6,9.3E-19,6.7E-30,8.9,2.6E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.9E-4,4.5E-6,0.12,0.12,0.0,350.0,2.6,9.4E-19,6.3000000000000005E-30,8.9,2.7E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.9E-4,3.9E-6,0.12,0.12,0.0,350.0,2.6,9.5E-19,5.8000000000000005E-30,8.9,2.8E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.8E-4,3.4E-6,0.12,0.12,0.0,350.0,2.6,9.6E-19,5.1000000000000004E-30,8.9,2.9E7,1.0,7.1E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.8E-4,3.4E-6,0.12,0.12,0.0,350.0,2.6,9.7E-19,4.7000000000000004E-30,8.9,2.9E7,1.0,7.0E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.8E-4,4.2E-6,0.12,0.12,0.0,350.0,2.6,9.8E-19,5.3000000000000004E-30,8.9,2.7E7,1.0,7.0E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.7E-4,4.5E-6,0.12,0.12,0.0,340.0,2.6,9.9E-19,5.9000000000000005E-30,8.9,2.6E7,1.0,7.0E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.7E-4,4.4E-6,0.12,0.12,0.0,340.0,2.6,1.0E-18,6.2000000000000005E-30,8.9,2.7E7,1.0,7.0E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.7E-4,4.1E-6,0.12,0.12,0.0,340.0,2.6,1.0E-18,6.1000000000000005E-30,8.9,2.7E7,1.0,7.0E8,
1.4E-37,0.021,1300.0,3900.0,3200.0,3799999.9999999995,4500.0,1400.0,1900.0,220.0,4500.0,0.18,3799999.9999999995,8.7E-4,3.6E-6,0.12,0.12,0.0,340.0,2.6,1.0E-18,5.7000000000000005E-30,8.9,2.8E7,1.0,7.0E8,
6.7E-37,0.093,4900.0,67000.0,12000.0,4700000.0,47000.0,1400.0,1900.0,220.0,4400.0,0.18,4900000.0,8.6E-4,1.1,0.19,0.19,0.0,430.0,5.6,3.3E-18,1.2E-22,9.7,2.8E7,1.0,7.2E8,
8.200000000000001E-38,0.011,4900.0,1500.0,4300.0,4500000.0,4400.0,1400.0,1900.0,220.0,4400.0,0.18,4500000.0,8.6E-4,7.4E-6,0.11,0.11,0.0,430.0,3.9,3.3E-18,8.199999999999999E-24,9.7,2.6E7,1.0,7.2E8,
8.000000000000001E-38,0.011,4900.0,1500.0,4300.0,4200000.0,4400.0,1400.0,1900.0,220.0,4400.0,0.18,4300000.0,8.6E-4,8.2E-6,0.1,0.1,0.0,430.0,3.8,3.3E-18,4.399999999999999E-24,9.6,2.5E7,1.0,7.2E8,
7.700000000000001E-38,0.011,4900.0,1500.0,4200.0,3899999.9999999995,4400.0,1400.0,1900.0,220.0,4400.0,0.18,3999999.9999999995,8.5E-4,9.1E-6,0.1,0.1,0.0,430.0,3.7,3.3E-18,2.2999999999999997E-24,9.5,2.3E7,1.0,7.1E8,
7.600000000000001E-38,0.011,4900.0,1500.0,4200.0,3799999.9999999995,4300.0,1400.0,1900.0,220.0,4400.0,0.18,3899999.9999999995,8.5E-4,1.0E-5,0.099,0.099,0.0,420.0,3.6,3.3E-18,1.0E-24,9.5,2.2E7,1.0,7.1E8,
7.600000000000001E-38,0.011,4900.0,1500.0,4200.0,3799999.9999999995,4300.0,1400.0,1900.0,220.0,4400.0,0.18,3899999.9999999995,8.5E-4,1.1E-5,0.099,0.099,0.0,430.0,3.6,3.3E-18,3.1E-25,9.5,2.2E7,1.0,7.1E8,
7.600000000000001E-38,0.011,4900.0,1500.0,4200.0,3799999.9999999995,4300.0,1400.0,1900.0,220.0,4400.0,0.18,3899999.9999999995,8.5E-4,1.1E-5,0.099,0.099,0.0,430.0,3.6,3.3E-18,9.4E-26,9.5,2.2E7,1.0,7.1E8,
7.600000000000001E-38,0.011,4900.0,1500.0,4200.0,3799999.9999999995,4300.0,1400.0,1900.0,220.0,4400.0,0.18,3899999.9999999995,8.4E-4,1.0E-5,0.099,0.099,0.0,420.0,3.6,3.3E-18,2.8E-26,9.5,2.3E7,1.0,7.1E8,
7.600000000000001E-38,0.011,4900.0,1500.0,4200.0,3799999.9999999995,4300.0,1400.0,1900.0,220.0,4400.0,0.18,3899999.9999999995,8.4E-4,8.7E-6,0.099,0.099,0.0,420.0,3.6,3.3E-18,8.5E-27,9.5,2.4E7,1.0,7.1E8,
8.6E-38,0.012,2900.0,100.0,6100.0,4500000.0,5000.0,1400.0,1900.0,220.0,4400.0,0.18,4600000.0,8.4E-4,1.2E-5,0.11,0.11,0.0,420.0,4.4,4.5E-18,2.5E-24,10.0,2.3E7,1.0,7.2E8,
8.300000000000001E-38,0.011,2900.0,100.0,6100.0,4200000.0,4900.0,1400.0,1900.0,220.0,4400.0,0.18,4200000.0,8.4E-4,1.3E-5,0.1,0.1,0.0,420.0,4.3,4.5E-18,1.2999999999999998E-24,10.0,2.2E7,1.0,7.2E8,
8.300000000000001E-38,0.011,2900.0,100.0,6100.0,4200000.0,4900.0,1400.0,1900.0,220.0,4400.0,0.18,4200000.0,8.3E-4,1.5E-5,0.1,0.1,0.0,420.0,4.3,4.5E-18,3.9E-25,10.0,2.1E7,1.0,7.2E8,
8.000000000000001E-38,0.011,2900.0,100.0,6100.0,3799999.9999999995,4900.0,1400.0,1900.0,220.0,4400.0,0.17,3899999.9999999995,8.3E-4,1.6E-5,0.1,0.1,0.0,420.0,4.1,4.5E-18,2.1E-25,10.0,2.0E7,1.0,7.1E8,
8.000000000000001E-38,0.011,2900.0,100.0,6100.0,3799999.9999999995,4900.0,1400.0,1900.0,220.0,4400.0,0.17,3899999.9999999995,8.3E-4,1.7E-5,0.1,0.1,0.0,410.0,4.1,4.5E-18,6.299999999999999E-26,10.0,1.9E7,1.0,7.1E8,
