R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,bead1,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,povaEn,protonEn,solubleMarker,volume,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,3.8E-5,0.031,0.031,0.0,480.0,8.6,0.0,0.0,0.0,0.0,1.9E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,3.7E-5,0.031,0.031,0.0,440.0,8.6,0.0,0.0,0.0,0.0,1.9E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,3.4E-5,0.031,0.031,0.0,420.0,8.6,0.0,0.0,0.0,0.0,2.0E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,2.9E-5,0.031,0.031,0.0,400.0,8.6,0.0,0.0,0.0,0.0,2.1E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,2.4E-5,0.031,0.031,0.0,380.0,8.6,0.0,0.0,0.0,0.0,2.2E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,2.0E-5,0.031,0.031,0.0,380.0,8.6,0.0,0.0,0.0,0.0,2.4E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.7E-5,0.031,0.031,0.0,350.0,8.6,0.0,0.0,0.0,0.0,2.5E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.4E-5,0.031,0.031,0.0,340.0,8.6,0.0,0.0,0.0,0.0,2.7E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.6E-5,0.031,0.031,0.0,330.0,8.6,0.0,5.5E-26,3.3000000000000002E-37,0.0,2.6E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.8E-5,0.031,0.031,0.0,310.0,8.6,0.0,2.1E-25,2.6E-36,0.0,2.5E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.8E-5,0.031,0.031,0.0,310.0,8.6,0.0,4.6E-25,7.100000000000001E-36,0.0,2.5E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.7E-5,0.031,0.031,0.0,300.0,8.6,0.0,7.8E-25,1.3E-35,0.0,2.5E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.5E-5,0.031,0.031,0.0,300.0,8.6,0.0,1.2E-24,2.0E-35,0.0,2.6E7,1.0,7.0E8,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,1.3E-5,0.031,0.031,0.0,300.0,8.6,0.0,1.5999999999999999E-24,2.6E-35,0.0,2.7E7,1.0,7.0E8,
9.4E-37,0.18,68000.0,81000.0,8900.0,5000000.0,180.0,1600.0,2100.0,240.0,2500.0,0.2,5100000.0,0.0,4.7E-5,0.098,0.098,0.0,430.0,34.0,0.0,6.199999999999999E-24,1.7E-30,0.0,2.8E7,1.0,7.3E8,
6.6E-38,0.013,4700.0,320.0,1300.0,4900000.0,180.0,1600.0,2100.0,240.0,2500.0,0.2,5000000.0,0.0,2.8E-5,0.047,0.047,0.0,430.0,15.0,0.0,6.899999999999999E-24,6.5E-32,0.0,2.7E7,1.0,7.3E8,
6.300000000000001E-38,0.012,4700.0,320.0,1300.0,4600000.0,180.0,1600.0,2100.0,240.0,2500.0,0.2,4600000.0,0.0,3.2E-5,0.045,0.045,0.0,430.0,15.0,0.0,7.8E-24,2.8E-32,0.0,2.5E7,1.0,7.2E8,
5.900000000000001E-38,0.011,4700.0,320.0,1300.0,4300000.0,170.0,1600.0,2100.0,240.0,2500.0,0.2,4300000.0,0.0,3.5E-5,0.043,0.043,0.0,430.0,14.0,0.0,9.0E-24,1.2E-32,0.0,2.3E7,1.0,7.2E8,
5.8E-38,0.011,4700.0,320.0,1300.0,4200000.0,170.0,1600.0,2100.0,240.0,2500.0,0.2,4200000.0,0.0,4.1E-5,0.042,0.042,0.0,430.0,14.0,0.0,1.1E-23,4.7E-33,0.0,2.2E7,1.0,7.2E8,
