R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,bead1,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,pepEn,pepMHCIEn,povaEn,protonEn,solubleMarker,volume,
1.6E-37,0.0095,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,3.8E-5,0.031,0.031,0.0,430.0,8.6,0.0,0.0,0.0,1.9E7,1.0,7.0E8,
1.6E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,4.1E-5,0.031,0.031,0.0,410.0,8.5,0.0,0.0,0.0,1.8E7,1.0,7.0E8,
1.5E-37,0.0094,960.0,420.0,3100.0,3799999.9999999995,3900.0,1600.0,2100.0,240.0,2500.0,0.19,3799999.9999999995,0.0,4.2E-5,0.031,0.031,0.0,380.0,8.5,0.0,0.0,0.0,1.8E7,1.0,6.9E8,
2.0E-37,0.014,2700.0,2000.0,4200.0,5100000.0,3900.0,1600.0,2000.0,240.0,2500.0,0.19,5100000.0,0.0,3.0E-5,0.059,0.059,0.0,440.0,5.9,0.0,0.0,0.0,1.8E7,1.0,7.1E8,
1.9E-37,0.014,2700.0,2000.0,4200.0,5000000.0,3900.0,1500.0,2000.0,230.0,2500.0,0.19,5000000.0,0.0,3.4E-5,0.058,0.058,0.0,430.0,5.8,0.0,0.0,0.0,1.7E7,1.0,7.1E8,
1.9E-37,0.014,2700.0,1900.0,4100.0,4600000.0,3800.0,1500.0,2000.0,230.0,2400.0,0.19,4600000.0,0.0,3.5E-5,0.055,0.055,0.0,400.0,5.5,0.0,0.0,0.0,1.6E7,1.0,7.1E8,
1.7E-37,0.013,2600.0,1900.0,4100.0,3999999.9999999995,3800.0,1500.0,2000.0,230.0,2400.0,0.18,4099999.9999999995,0.0,3.6E-5,0.05,0.05,0.0,380.0,5.1,0.0,0.0,0.0,1.6E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,3.6E-5,0.048,0.048,0.0,380.0,4.9,0.0,0.0,0.0,1.6E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,3.4E-5,0.048,0.048,0.0,350.0,4.9,0.0,0.0,0.0,1.6E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,2.9E-5,0.048,0.048,0.0,340.0,4.9,0.0,0.0,0.0,1.7E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,2.5E-5,0.048,0.048,0.0,340.0,4.9,0.0,0.0,0.0,1.8E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,2.0E-5,0.048,0.048,0.0,340.0,4.9,0.0,0.0,0.0,1.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,1.7E-5,0.048,0.048,0.0,340.0,4.9,0.0,0.0,0.0,2.1E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,1.4E-5,0.048,0.048,0.0,330.0,4.9,0.0,0.0,0.0,2.2E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,1.1E-5,0.048,0.048,0.0,330.0,4.9,0.0,0.0,0.0,2.4E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,9.8E-6,0.048,0.048,0.0,330.0,4.9,3.8E-26,4.9E-38,0.0,2.5E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,1.2E-5,0.048,0.048,0.0,330.0,4.9,3.1999999999999997E-25,2.2E-36,0.0,2.3E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,1.2E-5,0.048,0.048,0.0,330.0,4.9,6.8E-25,7.0E-36,0.0,2.3E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,1.2E-5,0.048,0.048,0.0,320.0,4.9,1.0999999999999998E-24,1.3E-35,0.0,2.4E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,1.0E-5,0.048,0.048,0.0,320.0,4.9,1.5999999999999999E-24,1.8999999999999998E-35,0.0,2.4E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,9.1E-6,0.048,0.048,0.0,320.0,4.9,2.1999999999999996E-24,2.5E-35,0.0,2.6E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,7.8E-6,0.048,0.048,0.0,320.0,4.9,2.9E-24,2.8999999999999997E-35,0.0,2.7E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.7E-6,0.048,0.048,0.0,320.0,4.9,3.599999999999999E-24,3.2E-35,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.8E-6,0.048,0.048,0.0,320.0,4.9,4.2999999999999996E-24,3.3999999999999997E-35,0.0,3.0E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,7.2E-6,0.048,0.048,0.0,320.0,4.9,5.999999999999999E-24,4.4E-35,0.0,2.8E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,8.2E-6,0.048,0.048,0.0,320.0,4.9,8.499999999999999E-24,7.199999999999999E-35,0.0,2.7E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,8.3E-6,0.048,0.048,0.0,320.0,4.9,1.2E-23,1.1E-34,0.0,2.6E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,7.9E-6,0.048,0.048,0.0,310.0,4.9,1.6000000000000002E-23,1.5E-34,0.0,2.7E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,7.1E-6,0.048,0.048,0.0,310.0,4.9,2.0E-23,1.8E-34,0.0,2.8E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.3E-6,0.048,0.048,0.0,310.0,4.9,2.5E-23,2.1E-34,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.6E-6,0.048,0.048,0.0,310.0,4.9,3.1E-23,2.3E-34,0.0,3.1E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,4.9E-6,0.048,0.048,0.0,310.0,4.9,3.7E-23,2.5E-34,0.0,3.2E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.4E-6,0.048,0.048,0.0,310.0,4.9,4.7E-23,2.8E-34,0.0,3.1E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.6E-6,0.048,0.048,0.0,310.0,4.9,6.5E-23,4.4E-34,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,7.1E-6,0.048,0.048,0.0,310.0,4.9,8.8E-23,6.7E-34,0.0,2.8E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.9E-6,0.048,0.048,0.0,300.0,4.9,1.2E-22,9.4E-34,0.0,2.8E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.4E-6,0.048,0.048,0.0,300.0,4.9,1.5000000000000002E-22,1.2E-33,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.8E-6,0.048,0.048,0.0,300.0,4.9,1.9E-22,1.4000000000000001E-33,0.0,3.0E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.2E-6,0.048,0.048,0.0,290.0,4.9,2.3000000000000003E-22,1.6000000000000002E-33,0.0,3.1E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,4.5E-6,0.048,0.048,0.0,290.0,4.9,2.8000000000000004E-22,1.7E-33,0.0,3.3E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,4.4E-6,0.048,0.048,0.0,290.0,4.9,3.4000000000000003E-22,1.8E-33,0.0,3.3E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.7E-6,0.048,0.048,0.0,290.0,4.9,4.4E-22,2.6000000000000003E-33,0.0,3.0E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.4E-6,0.048,0.048,0.0,290.0,4.9,5.700000000000001E-22,4.0E-33,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.5E-6,0.048,0.048,0.0,290.0,4.9,7.3E-22,5.5E-33,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.2E-6,0.048,0.048,0.0,290.0,4.9,9.200000000000001E-22,7.0E-33,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.7E-6,0.048,0.048,0.0,290.0,4.9,1.1E-21,8.2E-33,0.0,3.0E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.1E-6,0.048,0.048,0.0,290.0,4.9,1.4E-21,9.200000000000001E-33,0.0,3.2E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,4.5E-6,0.048,0.048,0.0,290.0,4.9,1.6E-21,9.900000000000001E-33,0.0,3.3E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,4.0E-6,0.048,0.048,0.0,290.0,4.9,1.9E-21,1.0E-32,0.0,3.5E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,5.1E-6,0.048,0.048,0.0,290.0,4.9,2.2E-21,1.2E-32,0.0,3.2E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.0E-6,0.048,0.048,0.0,290.0,4.9,2.5E-21,1.7000000000000002E-32,0.0,3.0E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.3E-6,0.048,0.048,0.0,290.0,4.9,2.8E-21,2.2E-32,0.0,2.9E7,1.0,7.0E8,
1.7E-37,0.012,2600.0,1900.0,4000.0,3799999.9999999995,3700.0,1500.0,1900.0,230.0,2400.0,0.18,3799999.9999999995,0.0,6.1E-6,0.048,0.048,0.0,290.0,4.9,3.3E-21,2.6000000000000003E-32,0.0,3.0E7,1.0,7.0E8,
1.2E-36,0.22,160000.0,110000.0,8600.0,4700000.0,3700.0,1500.0,1900.0,230.0,2400.0,0.19,5000000.0,0.0,3.6E-5,0.11,0.11,0.0,380.0,13.0,3.6E-19,8.4E-25,0.76,2.9E7,1.0,7.2E8,
1.0E-37,0.019,870.0,4700.0,1100.0,4700000.0,3700.0,1500.0,1900.0,230.0,2400.0,0.19,4700000.0,0.0,8.9E-6,0.046,0.046,0.0,380.0,5.4,3.6E-19,4.0E-26,0.76,2.8E7,1.0,7.2E8,
1.0E-37,0.019,870.0,4700.0,1100.0,4400000.0,3700.0,1500.0,1900.0,230.0,2400.0,0.18,4500000.0,0.0,1.1E-5,0.044,0.044,0.0,380.0,5.2,3.6E-19,1.4E-26,0.76,2.5E7,1.0,7.2E8,
9.6E-38,0.018,860.0,4700.0,1100.0,3999999.9999999995,3700.0,1500.0,1900.0,220.0,2400.0,0.18,3999999.9999999995,0.0,1.1E-5,0.041,0.041,0.0,370.0,4.8,3.5E-19,9.300000000000001E-27,0.75,2.4E7,1.0,7.2E8,
9.400000000000001E-38,0.018,860.0,4700.0,1100.0,3899999.9999999995,3700.0,1500.0,1900.0,220.0,2400.0,0.18,3899999.9999999995,0.0,1.2E-5,0.04,0.04,0.0,370.0,4.6,3.5E-19,4.1E-27,0.75,2.3E7,1.0,7.1E8,
9.400000000000001E-38,0.018,860.0,4700.0,1100.0,3899999.9999999995,3700.0,1500.0,1900.0,220.0,2400.0,0.18,3899999.9999999995,0.0,1.4E-5,0.04,0.04,0.0,370.0,4.6,3.5E-19,1.2E-27,0.75,2.2E7,1.0,7.1E8,
9.400000000000001E-38,0.018,860.0,4700.0,1100.0,3899999.9999999995,3700.0,1500.0,1900.0,220.0,2400.0,0.18,3899999.9999999995,0.0,1.3E-5,0.04,0.04,0.0,370.0,4.6,3.5E-19,3.8000000000000005E-28,0.75,2.2E7,1.0,7.1E8,
9.400000000000001E-38,0.018,860.0,4700.0,1100.0,3899999.9999999995,3700.0,1500.0,1900.0,220.0,2400.0,0.18,3899999.9999999995,0.0,1.2E-5,0.04,0.04,0.0,360.0,4.6,3.5E-19,1.2E-28,0.75,2.3E7,1.0,7.1E8,
9.400000000000001E-38,0.018,860.0,4700.0,1100.0,3899999.9999999995,3700.0,1500.0,1900.0,220.0,2400.0,0.18,3899999.9999999995,0.0,1.1E-5,0.04,0.04,0.0,360.0,4.6,3.5E-19,3.9E-29,0.75,2.4E7,1.0,7.1E8,
9.400000000000001E-38,0.018,860.0,4700.0,1100.0,3899999.9999999995,3700.0,1500.0,1900.0,220.0,2400.0,0.18,3899999.9999999995,0.0,9.1E-6,0.04,0.04,0.0,360.0,4.6,3.5E-19,1.4999999999999998E-29,0.75,2.5E7,1.0,7.1E8,
