cMHCIEnEr,cMHCIEnPm,cMHCIEnRabA,cMHCIEnRabB,cMHCIEnRabC,cMHCIEnRabD,cMHCIEnRabE,cMHCIEnRabF,cMHCIEnRabG,cMHCIEnRabH,cMHCIEnRabI,exCxEnEr,exCxEnPm,exCxEnRabA,exCxEnRabB,exCxEnRabC,exCxEnRabD,exCxEnRabE,exCxEnRabF,exCxEnRabG,exCxEnRabH,exCxEnRabI,imCxEnEr,imCxEnPm,imCxEnRabA,imCxEnRabB,imCxEnRabC,imCxEnRabD,imCxEnRabE,imCxEnRabF,imCxEnRabG,imCxEnRabH,imCxEnRabI,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,oMHCIEnEr,oMHCIEnPm,oMHCIEnRabA,oMHCIEnRabB,oMHCIEnRabC,oMHCIEnRabD,oMHCIEnRabE,oMHCIEnRabF,oMHCIEnRabG,oMHCIEnRabH,oMHCIEnRabI,ovaCyCy,ovaEn Pm,ovaEnEr,ovaEnPm,ovaEnRabA,ovaEnRabB,ovaEnRabC,ovaEnRabD,ovaEnRabE,ovaEnRabF,ovaEnRabG,ovaEnRabH,ovaEnRabI,pepCyCy,pepEnEr,pepEnPm,pepEnRabA,pepEnRabB,pepEnRabC,pepEnRabD,pepEnRabE,pepEnRabF,pepEnRabG,pepEnRabH,pepEnRabI,pepMHCIEnEr,pepMHCIEnPm,pepMHCIEnRabA,pepMHCIEnRabB,pepMHCIEnRabC,pepMHCIEnRabD,pepMHCIEnRabE,pepMHCIEnRabF,pepMHCIEnRabG,pepMHCIEnRabH,pepMHCIEnRabI,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,R-TfaEnEr,R-TfaEnPm,R-TfaEnRabA,R-TfaEnRabB,R-TfaEnRabC,R-TfaEnRabD,R-TfaEnRabE,R-TfaEnRabF,R-TfaEnRabG,R-TfaEnRabH,R-TfaEnRabI,R-TfEnPm,REnEr,REnPm,REnRabA,REnRabB,REnRabC,REnRabD,REnRabE,REnRabF,REnRabG,REnRabH,REnRabI,solubleMarkerEr,solubleMarkerPm,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,solubleMarkerRabF,solubleMarkerRabG,solubleMarkerRabH,solubleMarkerRabI,TfaEnEr,TfaEnPm,TfaEnRabA,TfaEnRabB,TfaEnRabC,TfaEnRabD,TfaEnRabE,TfaEnRabF,TfaEnRabG,TfaEnRabH,TfaEnRabI,
0.0,1283.0,120.1,184.3,85.85,0.9339,5.236,0.7499,0.5719,0.9931,1.01,0.0,344.2,0.3142,1.56,0.1159,0.2122,0.1813,0.1243,0.184,1.796,11.21,0.0,344.2,0.3142,1.56,0.1159,0.2122,0.1813,0.1243,0.184,1.796,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.7,153.1,31.05,827.5,78.25,26.72,61.75,15.66,5.394,0.0,85.18,2.847,6.175,47.1,13.99,1.552,0.05041,0.07211,0.06826,0.2198,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,0.0,149500.0,89360.0,72530.0,3.085E7,35260.0,30110.0,32720.0,36600.0,31890.0,0.0,1.05E-37,3.191E-38,2.159E-37,1.4E-37,1.273E-38,7.578E-39,1.282E-39,1.3189999999999999E-39,5.406E-40,8.847E-40,2.08E-35,0.0,0.4273,0.6804,1.635,0.7225,0.04708,0.03741,0.005521,0.005837,0.005719,0.007491,0.0,0.0,0.001794,9.346E-4,8.609E-4,0.9937,1.824E-4,5.067E-4,7.667E-4,7.159E-4,4.932E-4,0.0,1.0E-5,0.001603,0.001512,0.001132,0.1669,0.003334,7.913E-4,3.399E-4,4.793E-4,2.908E-4,
0.0,1283.0,120.2,174.0,96.89,0.1485,5.303,0.5845,0.7275,1.01,0.9941,0.0,344.2,0.2747,1.469,0.1223,0.2029,0.1841,0.07305,0.2318,1.618,11.49,0.0,344.2,0.2747,1.469,0.1223,0.2029,0.1841,0.07305,0.2318,1.618,11.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,161.1,31.13,805.6,78.21,4.559,82.04,15.75,5.738,0.0,85.18,2.297,7.131,37.32,14.56,1.566,0.06335,0.07123,0.06693,0.2106,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,34.51,137100.0,80650.0,66650.0,2.834E7,32060.0,27600.0,30220.0,33590.0,29000.0,0.0,1.05E-37,3.69E-38,2.0429999999999998E-37,1.4019999999999999E-37,1.159E-38,8.321999999999999E-39,1.053E-39,1.661E-39,5.434E-40,8.997E-40,2.08E-35,0.0,0.4273,0.686,1.56,0.7348,0.04306,0.04194,0.004748,0.007361,0.005749,0.007532,0.0,0.0,0.001794,9.346E-4,8.609E-4,0.9937,1.824E-4,5.067E-4,7.667E-4,7.159E-4,4.932E-4,0.0,1.317E-5,0.001578,0.001503,0.001129,0.1667,0.003303,7.928E-4,3.455E-4,4.786E-4,2.896E-4,
0.0,1284.0,116.3,168.9,93.9,2.348,5.408,0.4634,0.7321,1.025,0.9781,0.0,344.2,0.1963,1.453,0.1193,0.2012,0.1844,0.06964,0.2338,1.496,11.69,0.0,344.2,0.1963,1.453,0.1193,0.2012,0.1844,0.06964,0.2338,1.496,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.4,159.1,34.43,767.9,84.97,3.596,81.73,14.91,5.076,0.0,85.18,1.193,13.77,35.44,16.63,0.2273,0.04466,0.06681,0.06178,0.2016,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.417E-4,0.0,131.4,129400.0,76900.0,85330.0,2.654E7,31040.0,25800.0,28100.0,30840.0,26980.0,0.0,1.061E-37,3.46E-38,2.017E-37,1.358E-37,1.375E-38,7.428E-39,7.2769999999999995E-40,1.658E-39,5.457E-40,8.84E-40,2.08E-35,0.0,0.4333,0.6584,1.554,0.7247,0.05874,0.03536,0.003438,0.007355,0.005794,0.00742,0.0,0.0,0.001813,9.444E-4,8.699E-4,0.9937,1.843E-4,5.12E-4,7.747E-4,7.234E-4,4.983E-4,0.0,3.192E-5,0.001555,0.001469,0.001293,0.1632,0.003329,7.834E-4,3.37E-4,4.644E-4,2.81E-4,
0.0,1285.0,106.6,161.2,96.0,0.04654,5.502,0.4511,0.6623,1.058,0.9662,0.0,344.2,0.1767,1.414,0.1091,0.1939,0.199,0.06609,0.1433,1.185,12.08,0.0,344.2,0.1767,1.414,0.1091,0.1939,0.199,0.06609,0.1433,1.185,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2,181.4,29.68,760.9,95.82,3.434,67.71,20.0,3.937,0.0,85.18,2.18,12.6,46.94,17.31,0.2179,0.04024,0.02743,0.02785,0.1951,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,202.5,128300.0,77620.0,59580.0,2.474E7,29680.0,24610.0,27130.0,29610.0,26050.0,0.0,1.069E-37,3.246E-38,1.957E-37,1.346E-37,1.107E-38,7.56E-39,6.836E-40,1.484E-39,5.534E-40,8.607E-40,2.08E-35,0.0,0.4394,0.6469,1.535,0.7272,0.04219,0.03626,0.003366,0.006528,0.00587,0.007316,0.0,0.0,0.001821,9.488E-4,8.739E-4,0.9937,1.852E-4,5.143E-4,7.783E-4,7.268E-4,5.006E-4,0.0,4.161E-5,0.001556,0.001472,0.001115,0.1632,0.003322,7.868E-4,3.494E-4,4.689E-4,2.828E-4,
0.0,1286.0,106.4,163.8,99.98,0.0342,5.391,0.4564,0.7313,1.028,1.005,0.0,344.2,0.1828,1.423,0.1176,0.1928,0.7145,0.06677,0.1536,0.9721,11.74,0.0,344.2,0.1828,1.423,0.1176,0.1928,0.7145,0.06677,0.1536,0.9721,11.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.2,184.2,30.02,725.6,80.93,4.359,75.99,21.35,4.424,0.0,86.5,1.627,10.26,39.81,17.25,0.9268,0.04041,0.02756,0.03643,0.3237,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.897E-4,0.0,538.5,145700.0,77110.0,57870.0,2.328E7,27370.0,22090.0,23150.0,25650.0,23580.0,0.0,1.079E-37,3.329E-38,1.885E-37,1.327E-37,1.104E-38,9.693E-39,6.837E-40,1.641E-39,6.0449999999999996E-40,1.316E-39,2.08E-35,0.0,0.4489,0.6475,1.508,0.7247,0.04213,0.04682,0.003398,0.007219,0.006108,0.009431,0.0,0.0,0.002803,0.00109,9.309E-4,0.993,1.503E-4,4.176E-4,6.32E-4,5.901E-4,4.065E-4,0.0,5.586E-5,0.001687,0.001484,0.00112,0.1605,0.003255,7.918E-4,3.327E-4,4.461E-4,2.859E-4,
0.0,1281.0,111.0,164.7,105.1,0.02622,5.147,0.6412,0.7572,1.029,1.145,0.0,344.2,0.1625,1.427,0.1066,0.1904,0.2542,0.06595,0.1424,0.9495,12.26,0.0,344.2,0.1625,1.427,0.1066,0.1904,0.2542,0.06595,0.1424,0.9495,12.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.9,182.7,29.57,713.3,84.48,3.459,77.01,20.83,3.866,0.0,85.55,2.193,7.526,37.64,17.15,0.2259,0.04105,0.02809,0.02779,0.2025,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709E-4,0.0,559.0,94200.0,78470.0,58450.0,2.236E7,26930.0,22570.0,23740.0,26150.0,24260.0,0.0,9.999E-38,3.888E-38,1.914E-37,1.315E-37,1.096E-38,6.367E-39,7.6E-40,1.668E-39,5.706E-40,8.716E-40,2.08E-35,0.0,0.4162,0.6694,1.533,0.7277,0.04183,0.03149,0.00412,0.007387,0.005959,0.007367,0.0,0.0,1.231E-4,0.001192,0.001017,0.9953,1.643E-4,4.565E-4,6.907E-4,6.45E-4,4.443E-4,0.0,6.152E-5,0.001297,0.001488,0.001126,0.1581,0.003254,7.889E-4,3.414E-4,4.534E-4,3.022E-4,
0.0,1286.0,117.4,162.4,101.3,0.02683,5.157,0.6954,0.7608,1.048,1.137,0.0,344.2,0.2072,1.381,0.1068,0.1891,0.2196,0.06606,0.1481,0.9629,12.28,0.0,344.2,0.2072,1.381,0.1068,0.1891,0.2196,0.06606,0.1481,0.9629,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.4,182.3,31.4,695.2,83.36,3.571,77.07,20.86,3.876,0.0,85.55,1.115,7.036,33.64,17.06,0.2324,0.04155,0.0285,0.02788,0.2061,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.478E-4,0.0,813.0,95550.0,83470.0,59290.0,2.129E7,26340.0,23140.0,24470.0,26750.0,24870.0,0.0,1.044E-37,3.585E-38,1.8519999999999998E-37,1.2569999999999999E-37,1.091E-38,6.303E-39,8.256E-40,1.664E-39,5.71E-40,8.72E-40,2.08E-35,0.0,0.4432,0.706,1.496,0.6963,0.04161,0.03159,0.004403,0.007402,0.005976,0.007369,0.0,0.0,1.358E-4,0.001315,0.001123,0.9948,1.814E-4,5.038E-4,7.623E-4,7.118E-4,4.904E-4,0.0,7.421E-5,0.001268,0.001511,0.001144,0.1551,0.003248,8.011E-4,3.479E-4,4.551E-4,3.076E-4,
0.0,1287.0,108.0,165.3,102.5,0.03059,4.842,0.7803,0.7851,1.007,1.053,0.0,344.2,0.1611,1.406,0.1067,0.1866,0.2191,0.0658,0.1482,0.9582,12.29,0.0,344.2,0.1611,1.406,0.1067,0.1866,0.2191,0.0658,0.1482,0.9582,12.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.7,191.1,31.55,670.5,81.03,3.938,77.03,21.16,4.061,0.0,85.55,1.088,7.085,32.48,16.82,0.2405,0.04176,0.02888,0.02778,0.2101,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.023E-4,0.0,1157.0,98930.0,84240.0,58580.0,2.105E7,25980.0,23300.0,24610.0,26870.0,25120.0,0.0,1.061E-37,3.074E-38,1.8629999999999999E-37,1.226E-37,1.075E-38,6.46E-39,9.648E-40,1.7109999999999998E-39,4.764E-40,7.11E-40,2.08E-35,0.0,0.4532,0.6432,1.52,0.6906,0.04091,0.03256,0.004984,0.007576,0.005676,0.006806,0.0,0.0,1.358E-4,0.001315,0.001123,0.9948,1.814E-4,5.038E-4,7.623E-4,7.118E-4,4.904E-4,0.0,1.02E-4,0.001245,0.001523,0.001131,0.1549,0.00321,8.075E-4,3.47E-4,4.563E-4,3.128E-4,
0.0,1287.0,107.7,163.9,103.0,0.02904,4.822,0.7904,0.7867,1.004,2.073,0.0,344.2,0.1596,1.397,0.1046,0.1837,0.2104,0.06513,0.03737,0.9486,12.43,0.0,344.2,0.1596,1.397,0.1046,0.1837,0.2104,0.06513,0.03737,0.9486,12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.5,193.0,31.57,637.2,79.54,4.073,78.54,20.67,3.948,0.0,85.55,1.095,6.813,32.03,16.71,0.245,0.04195,0.02901,0.02771,0.2128,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.335E-4,0.0,1202.0,102500.0,86360.0,60080.0,2.157E7,25660.0,23950.0,25250.0,27600.0,25860.0,0.0,1.061E-37,3.072E-38,1.8339999999999999E-37,1.212E-37,1.065E-38,6.33E-39,9.501E-40,1.7289999999999998E-39,4.597E-40,1.2779999999999999E-39,2.08E-35,0.0,0.4532,0.6412,1.511,0.6906,0.04045,0.03251,0.005038,0.007639,0.00563,0.01174,0.0,0.0,1.358E-4,0.001315,0.001123,0.9948,1.814E-4,5.038E-4,7.623E-4,7.118E-4,4.904E-4,0.0,1.083E-4,0.001245,0.001522,0.001128,0.1547,0.003183,8.16E-4,3.398E-4,4.585E-4,3.186E-4,
0.0,1280.0,117.8,159.1,100.2,0.1092,5.222,0.7908,0.792,0.9614,2.65,0.0,344.2,0.1934,1.489,0.1002,0.1839,0.213,0.06516,0.03966,0.9715,12.26,0.0,344.2,0.1934,1.489,0.1002,0.1839,0.213,0.06516,0.03966,0.9715,12.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.3,211.5,32.7,607.7,79.81,4.027,78.63,20.52,3.93,0.0,84.14,1.588,6.303,32.42,16.63,2.571,0.04141,0.02853,0.02745,0.1639,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.886E-4,0.0,1416.0,99870.0,86120.0,60520.0,2.244E7,25160.0,23930.0,26040.0,28240.0,25750.0,0.0,9.442E-38,3.528E-38,1.7309999999999999E-37,1.172E-37,1.073E-38,8.795E-39,9.229E-40,1.723E-39,4.539E-40,3.307E-39,2.08E-35,0.0,0.4034,0.7125,1.458,0.6815,0.04086,0.04578,0.005037,0.007668,0.005609,0.02151,0.0,0.0,1.358E-4,0.001315,0.001123,0.9948,1.814E-4,5.038E-4,7.623E-4,7.118E-4,4.904E-4,0.0,1.419E-4,0.001241,0.001518,0.001123,0.1547,0.003166,8.159E-4,3.398E-4,4.545E-4,3.299E-4,
